V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12
3787,4115,11692,7097,5980,6596,7128,4228,3074,2357,1407,2738
455,492,1500,685,441,358,328,188,146,81,64,155
0,0,0,0,0,0,0,5,33,78,10,15
1,0,0,0,5,4,3,37,233,630,64,146
0,0,0,0,0,0,0,0,2,1,2,5
1,1,3,2,8,10,43,87,139,237,94,196
715,274,369,289,311,457,566,472,396,353,177,370
22,18,39,43,71,178,559,1369,2360,3406,1484,2989
12101,4356,6306,4890,5542,7938,10271,7971,6620,5802,3454,6955
1129,411,883,1294,1873,4377,5913,4978,3862,3257,1355,2697
0,0,0,0,0,0,0,2,1,2,0,1
3801,4366,10634,6174,6511,8169,10962,4771,5103,4853,3667,8074
0,1,0,0,0,1,6,0,1,2,0,1
191,63,162,168,200,347,621,1122,3690,12998,14420,29616
12,2,5,13,10,27,39,19,21,24,23,46
0,0,1,3,6,6,12,1,3,1,1,3
21,3,15,14,18,25,46,91,303,1100,1213,2512
3080,812,1049,538,445,570,721,476,367,371,238,509
2,2,11,16,14,20,36,25,11,13,6,11
17,2,12,15,14,28,55,70,260,916,929,1922
2,0,0,1,0,1,2,4,3,8,5,12
1987,1493,3857,3356,3229,4521,5387,2943,2014,1558,731,1565
4236,4387,13631,6170,4148,2952,3026,1698,1195,812,681,1300
6,3,4,3,4,7,12,16,14,14,10,25
3,17,69,26,10,4,6,0,2,0,2,0
18,11,43,27,18,40,46,23,29,21,14,31
2,1,1,6,5,33,52,112,103,85,15,27
815,718,1412,791,788,1050,1397,1280,1347,1623,1001,2105
1,8,37,18,2,0,1,0,2,0,0,1
4127,4810,11480,7535,7742,11761,10465,9332,7687,7843,4374,8037
104,62,90,70,194,302,567,3316,22877,56149,6833,13568
574,664,1698,982,1004,1224,1698,751,837,796,582,1337
1,1,1,0,0,0,0,2,1,4,0,7
10,12,30,13,9,23,22,18,21,26,14,30
0,1,0,0,0,2,1,0,0,0,0,0
11,15,62,44,34,28,33,11,10,8,3,9
1868,1282,3770,3185,3246,4441,5285,2881,1995,1568,753,1540
3,3,13,7,5,9,9,8,3,2,2,1
2585,1109,2090,1818,2005,3850,6429,7606,8646,11013,5298,10791
549,401,1144,860,974,1331,1513,836,615,456,222,431
0,1,3,2,2,24,32,57,45,31,6,14
2,0,1,2,1,0,1,1,0,0,0,0
17,6,5,8,5,11,13,24,20,32,37,69
11884,4375,6346,4985,5484,7819,10144,7905,6473,5741,3339,6829
2,2,10,5,6,4,5,6,2,5,2,5
213,78,194,158,196,363,638,1248,3921,13789,15535,31832
0,0,0,0,0,0,4,7,7,21,6,19
1,0,1,0,1,1,3,2,0,1,0,2
313,269,658,748,1141,3026,8491,21937,39032,55537,23954,49258
14,16,63,38,25,24,25,26,17,8,5,6
206,231,622,267,179,140,126,69,70,29,37,67
3,1,3,1,0,0,2,2,0,0,0,1
0,5,13,11,7,10,19,23,11,13,0,11
2,2,6,7,11,27,79,228,390,632,251,539
0,1,1,0,1,1,1,0,1,0,0,0
1749,1940,5441,3392,2767,3024,3496,1996,1430,1027,696,1372
5653,6237,17625,10698,8948,9729,10799,6435,4395,3428,2166,4080
2942,2583,3709,2210,2115,2155,2764,1961,1529,1227,974,1946
5,10,36,23,23,18,21,5,8,2,2,6
105,106,237,240,409,1078,3059,7874,13519,19566,8450,17395
7,5,8,5,14,25,32,57,214,764,803,1721
74,57,169,211,345,1243,6473,25811,8317,1003,152,310
64,79,189,204,320,841,2516,5983,10876,15441,6642,13743
3389,258,147,51,58,55,69,69,46,70,38,79
6771,2420,3576,2731,3126,4383,5648,4476,3628,3159,1825,3749
7,10,45,39,41,60,118,78,55,39,21,27
279,136,335,534,823,3117,6109,11000,10371,6372,1357,2894
0,0,2,0,0,0,0,0,0,0,0,0
4194,4620,12785,7830,6791,7273,7916,4747,3348,2571,1500,3027
1289,1110,1685,949,876,914,1263,875,710,539,482,810
0,0,0,0,2,0,0,2,1,0,0,0
357,96,136,80,102,197,318,329,474,811,666,1530
0,0,0,0,0,0,2,1,4,1,4,5
5819,1511,1936,1025,983,1054,1386,867,829,697,420,1007
0,0,2,0,0,0,1,2,3,3,0,3
1,0,0,1,0,4,1,2,5,3,1,1
0,0,1,0,0,2,1,3,6,21,4,13
54,29,40,29,39,85,132,141,193,215,113,200
1052,1131,2913,1630,1465,1469,1998,1439,1157,1027,609,1164
8679,9711,24134,13225,11836,12846,16614,11969,9621,8468,4666,9375
0,3,11,15,6,16,24,20,8,10,3,7
86,44,134,207,282,1230,2293,4003,3822,2426,490,1070
0,0,2,3,1,3,7,8,8,10,6,6
40,24,26,20,77,131,242,1387,9191,22477,2703,5368
16,19,36,34,63,167,459,1081,1901,2793,1185,2457
297,230,790,1096,1396,2353,2560,963,463,423,174,393
6398,6935,19722,12020,10179,11174,11867,7157,5036,3884,2395,4621
29,44,90,104,173,484,1263,3360,5884,8342,3494,7383
1557,1749,4887,2946,2508,2794,2901,1787,1196,925,632,1114
8310,2948,4242,3400,3804,5277,7025,5365,4531,4032,2349,4769
2805,3046,7542,4253,3658,3894,5112,3736,3069,2670,1506,2934
11,11,34,45,57,147,448,1134,2046,2803,1189,2539
63,138,639,417,330,268,298,151,76,58,31,73
0,1,4,2,1,2,0,3,3,7,2,1
3015,3121,9496,4365,2782,1934,2078,1208,867,604,509,914
0,0,0,0,1,1,2,0,0,3,0,0
3283,3737,10554,6324,5390,5877,6372,3829,2640,2066,1253,2398
522,556,1627,1003,772,915,980,545,379,290,192,361
3,24,99,29,18,4,7,3,3,0,3,3
3347,2846,4012,2482,2267,2277,3046,2186,1812,1296,1101,2078
1037,345,832,1159,1794,4047,5348,4589,3461,2986,1198,2598
235,315,759,416,482,537,774,321,373,397,262,610
9,9,34,35,32,39,81,62,37,31,16,19
20274,7511,10747,8261,9326,13302,17318,13419,10852,9860,5622,11675
4057,1832,3883,2161,1813,1587,1935,1151,929,744,411,843
22,14,29,47,52,162,486,1261,2243,3192,1369,2709
0,0,3,4,3,0,4,0,1,0,1,5
234,450,2062,1474,1135,926,1006,449,242,205,103,180
2,4,18,2,12,7,5,8,3,0,1,1
1,1,6,11,5,4,2,2,0,1,0,0
11,19,37,23,13,8,11,1,5,2,1,7
3,1,4,1,5,4,3,1,1,0,1,0
9020,2339,3317,2542,2960,5626,8372,9143,12305,20492,17994,38178
1148,1271,3158,1817,1613,1731,2249,1628,1304,1117,617,1189
483,134,179,124,185,326,470,497,629,1077,973,2076
25409,21073,31014,18367,17412,17117,23562,16534,12998,9756,8341,15936
20,13,28,22,28,47,69,147,494,1782,2059,4139
8002,2906,4228,3324,3725,5245,6928,5260,4448,3898,2279,4588
441,174,361,281,366,614,1018,1371,1408,1855,898,1783
11980,8893,24240,20755,20836,28219,33442,18200,12730,9706,4600,9882
0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,1,2,0,2,2,1,1,0,2
0,0,0,0,0,0,4,8,10,21,9,21
301,170,283,252,541,1056,2917,25036,61672,25879,1277,3013
346,174,282,245,321,564,865,1107,1203,1512,773,1586
3888,3279,4902,2811,2706,2695,3622,2591,2053,1533,1309,2437
1699,451,618,462,579,1064,1581,1752,2394,3920,3541,7235
0,0,0,0,0,0,1,6,10,13,1,9
7633,6386,12978,7266,6992,10088,12777,11923,12860,15329,9579,19459
6244,5176,10648,6008,5861,8390,10674,9570,10311,12535,7707,16215
38,14,51,74,113,456,859,1595,1489,943,220,394
2210,2400,6727,4132,3430,3865,4143,2445,1707,1350,828,1615
288,232,575,539,531,687,784,438,318,255,126,228
1772,1215,3424,2826,2789,3777,4626,2524,1822,1283,655,1356
5,2,10,15,10,52,111,299,484,725,310,662
10,11,28,24,44,112,317,799,1369,1981,888,1702
68,34,65,66,119,247,684,5556,13842,5668,278,660
2901,1443,3278,3698,5135,9575,13826,8333,7966,9237,7054,15909
0,0,0,0,0,2,24,65,25,5,2,0
231,158,427,382,380,514,587,292,233,177,79,152
3389,1414,2779,2266,2566,5126,8215,9976,11270,14237,6943,14075
18,12,23,32,64,139,411,982,1845,2489,1106,2261
3,0,0,0,0,5,5,7,4,7,10,17
228,245,503,525,910,2296,6885,17177,30050,42809,18568,38301
15,10,46,26,20,34,25,21,22,20,11,19
1,1,1,2,5,5,16,144,388,154,9,24
196,113,221,155,406,672,1239,7203,49677,121962,14963,29335
70,33,48,50,109,199,364,2110,14406,35195,4389,8463
7,1,6,1,4,3,9,10,13,12,16,36
19,8,24,18,22,34,82,161,481,1750,2014,4248
340,257,704,632,665,902,963,555,361,278,133,311
3303,1506,3107,1850,1435,1458,1589,982,689,585,304,688
16,15,15,8,8,5,8,9,4,3,4,8
341,383,1021,554,563,743,1031,448,439,436,362,774
7,4,9,7,11,26,26,30,14,13,4,19
366,391,1025,557,570,725,1013,408,475,438,309,769
12,5,7,6,7,6,13,13,17,36,27,76
7789,5411,15317,12863,13085,17946,21356,11418,8090,6021,2971,6089
80,92,285,116,93,53,58,28,15,11,14,36
7,10,30,31,42,107,302,851,1437,2039,920,1805
0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,1,0,5,14,4,2,5,4,8
49,22,58,40,51,79,149,287,841,3098,3393,7216
0,0,0,0,0,0,0,4,0,1,0,0
0,1,0,0,0,3,2,4,2,3,1,5
0,0,0,0,2,1,0,1,2,4,0,2
2329,2408,7061,3208,2130,1567,1517,875,647,445,383,710
2914,744,1077,828,974,1760,2782,2938,4011,6700,5886,12249
107,36,82,62,88,141,253,278,380,416,200,408
67,31,63,43,59,122,155,213,237,294,152,333
0,0,0,0,0,0,0,1,3,9,0,0
57,65,154,157,236,607,1944,4544,8192,11767,5072,10694
5,1,5,4,6,35,111,328,531,811,345,710
2777,1998,5532,4809,4788,6594,7670,4169,2976,2251,1066,2268
5,7,19,13,9,12,14,14,10,9,4,13
22,5,13,5,10,7,5,5,3,2,1,1
1,0,0,0,0,8,10,24,17,10,2,1
0,1,2,0,0,2,1,2,1,3,2,0
0,1,2,0,2,3,0,2,2,4,1,4
125,101,138,122,237,492,1385,11619,29172,12087,590,1437
5,7,7,15,16,54,120,306,482,761,304,660
1399,603,1145,994,1088,2199,3575,4329,4781,5946,2944,6019
51,42,101,69,87,120,140,76,55,31,16,37
2,0,1,0,0,0,0,0,0,0,0,0
2,1,4,2,1,6,9,10,6,3,0,4
26190,9488,13766,10630,11914,16965,21735,17091,14205,12310,7191,14824
4,3,4,7,2,9,8,2,4,7,1,3
36,15,35,32,42,59,111,196,610,2199,2531,5237
3660,3004,6323,3550,3426,4799,6234,5587,6177,7447,4481,9252
9344,10697,25651,16842,17367,25926,23153,20627,16709,17753,9853,18088
6812,7961,19511,11106,11738,14791,20246,8659,9366,8989,6712,14841
16,27,41,54,65,217,611,1512,2645,3897,1704,3423
13,8,22,29,44,215,366,660,603,417,70,196
30,8,18,23,17,35,61,121,372,1310,1505,3260
5,5,11,10,8,27,28,9,7,3,2,4
9666,11421,27224,15447,16360,21132,28517,12082,13177,12428,9356,21021
0,0,1,0,0,1,0,0,0,0,0,0
2629,3010,7270,4285,4438,5612,7559,3207,3609,3335,2532,5648
43885,16262,22976,17783,19843,28512,37336,29192,23646,21033,12259,24717
2560,876,1993,2939,4284,9680,13101,10990,8542,7103,2920,6070
20,70,213,146,103,92,113,41,40,18,7,28
75,35,51,51,66,100,140,232,226,259,132,265
16,2,12,5,21,22,47,81,283,1067,1159,2441
9888,10940,31490,18608,16179,18036,19026,11234,7909,6189,3833,7441
53,27,57,53,49,85,151,166,164,228,107,235
60,34,71,58,68,157,224,445,1317,4743,5308,11207
2,0,6,11,18,17,16,11,2,3,0,1
0,0,0,0,0,0,0,1,5,0,0,1
0,0,0,0,0,2,2,3,4,1,2,0
29,12,27,15,49,65,113,774,5218,13034,1530,3087
8,1,4,5,7,8,18,30,129,383,412,911
54,27,43,41,34,87,143,172,196,227,111,221
8151,3645,7664,4405,3704,3426,3902,2452,1765,1438,740,1732
189,106,215,286,335,641,992,581,575,633,496,1096
1830,689,1480,2028,3014,7026,9723,8043,6189,5207,2191,4437
33,32,131,135,139,189,313,226,147,114,55,113
11,6,18,18,9,1,8,3,1,0,1,1
0,1,2,8,3,7,1,3,2,3,1,1
4134,1873,3796,2132,1817,1676,1914,1353,907,723,430,822
990,1024,3065,1854,1554,1744,1802,1076,704,620,344,736
1,0,1,0,0,0,0,1,2,0,0,1
477,567,1378,757,833,990,1451,586,644,603,471,1123
16,19,31,21,15,13,14,16,6,8,10,11
0,0,1,1,0,1,1,0,0,0,0,0
0,0,1,0,2,0,0,0,1,1,2,1
5,7,12,3,4,0,11,4,5,12,7,14
2,2,0,2,0,1,0,3,2,1,1,8
0,0,0,0,0,0,1,0,4,12,23,25
0,0,0,0,1,0,0,0,1,0,0,0
4459,1610,2287,1804,2005,2853,3728,2968,2396,2087,1262,2485
9800,11046,31247,18911,16007,17772,19105,11449,7948,6237,3865,7326
38,26,50,48,66,146,218,139,119,110,100,256
0,0,2,1,0,3,3,9,19,76,75,138
20,33,86,50,40,45,48,33,24,24,13,24
377,479,1075,478,390,322,405,260,195,129,104,217
7774,2771,4037,3152,3479,4942,6530,5055,4137,3695,2141,4314
1,0,0,0,3,2,3,2,2,7,3,7
13856,11605,16887,10103,9488,9404,12678,9100,7061,5375,4566,8461
6974,2664,3653,2811,3127,4580,5857,4549,3796,3293,1939,4003
99,43,94,47,50,32,36,32,23,23,7,23
0,1,0,1,2,2,9,36,63,98,50,77
301,153,285,233,270,516,813,978,1075,1415,702,1372
0,0,0,0,0,0,0,0,0,0,1,1
0,3,2,3,0,0,0,0,0,0,0,0
5,2,3,14,13,29,102,246,425,637,308,604
278,294,728,417,368,394,499,337,293,270,163,293
26,47,101,57,49,36,32,24,11,17,9,26
6,2,11,23,51,204,481,221,79,25,13,29
1,0,1,1,1,0,0,1,1,0,0,0
28,80,303,219,165,162,174,66,43,38,24,44
2122,928,1991,1143,951,901,1009,683,431,393,223,454
0,0,0,1,0,0,0,0,0,0,0,0
80,204,890,642,530,389,449,202,101,104,49,108
3115,1085,2482,3561,5258,12379,16673,14038,10782,9040,3793,7532
363,162,293,243,282,540,911,1050,1228,1483,784,1481
333,141,246,210,245,493,703,958,1050,1383,628,1247
0,0,1,0,2,0,2,0,0,0,0,0
30,225,809,246,132,42,36,12,13,17,9,13
16,20,68,73,80,92,176,128,93,81,36,48
0,0,1,0,2,1,0,2,0,3,0,2
0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,1,1
24,14,29,18,26,52,83,204,584,2053,2249,4805
64,141,790,506,408,366,376,168,95,74,30,69
1,1,6,3,1,15,33,112,169,217,106,200
15,9,26,18,15,17,14,11,13,13,8,11
688,762,1781,1064,1146,1398,1952,836,1003,866,653,1473
45,27,75,116,190,683,3453,13465,4295,539,71,184
483,574,1539,908,816,941,947,549,416,290,197,383
40,27,58,31,24,43,48,47,54,83,36,82
184,71,148,118,159,291,476,551,578,742,365,731
0,1,2,3,0,0,1,0,0,0,0,0
93,87,113,75,67,65,92,63,55,41,35,63
5884,6716,15032,7283,5525,4942,5853,3827,2809,1869,1754,3076
1,1,10,3,0,1,0,0,0,0,0,0
7,3,14,30,20,56,53,22,16,4,5,9
2,0,0,8,9,25,21,10,3,2,1,3
1,2,13,5,1,3,0,0,0,0,0,0
2,4,8,2,1,0,0,0,1,0,0,0
0,0,7,6,0,0,1,0,0,0,0,0
1120,1195,3107,2046,2019,3172,2771,2427,1979,2209,1149,2074
55,35,104,262,429,1808,4216,1916,663,299,87,265
254,243,1104,1037,1140,1457,2580,1855,1213,1005,382,831
10,5,4,8,4,12,24,58,134,594,583,1263
11,5,3,0,4,5,4,18,13,29,24,39
3,3,9,6,9,8,12,16,11,10,0,6
585,413,1126,979,957,1394,1665,851,576,453,249,449
122,97,233,115,126,177,211,199,204,253,161,293
595,273,610,709,945,1906,2722,1553,1472,1810,1396,3121
107,158,343,183,169,162,247,172,128,140,58,116
0,0,0,0,0,0,1,9,16,7,1,0
0,0,0,0,0,0,6,3,31,103,7,22
1250,311,469,324,414,769,1073,1198,1596,2798,2407,5051
60,73,170,108,108,130,191,79,86,78,54,155
13155,14372,35644,19802,17616,18580,24231,17401,13938,12428,6950,13747
5,4,11,8,6,7,17,6,11,9,9,12
89,52,216,275,420,677,735,281,148,114,45,104
8371,6815,14482,8004,8023,11203,14444,13092,13945,16809,10564,21381
8681,10267,22875,11029,8563,7467,8869,5805,4256,2935,2554,4747
7349,8696,19434,9215,7446,6267,7379,4941,3565,2528,2197,4040
6952,8143,18236,8839,6825,5921,7080,4665,3365,2239,2070,3707
0,0,0,0,0,2,0,0,1,10,7,8
1439,1019,3570,5112,6873,11530,12718,4624,2604,2051,915,2047
3744,1692,3621,2056,1625,1681,1847,1125,820,633,397,775
42,25,33,49,82,151,187,103,112,126,93,209
829,855,2642,1208,759,544,551,339,260,140,130,267
225,267,701,381,360,336,468,368,278,218,121,289
0,1,2,1,0,0,0,1,2,1,0,0
72,16,66,49,54,103,192,398,1223,4236,4630,9775
482,556,2007,2157,2286,2874,4983,3721,2490,1950,773,1601
16584,12005,33329,27799,28411,38852,45742,24628,17028,13224,6373,13110
5829,6047,18144,8239,5327,3902,3952,2210,1651,1128,893,1805
22,19,55,124,202,849,1808,842,276,128,49,103
62,36,120,214,284,481,508,190,109,88,33,87
0,0,1,0,0,0,1,0,0,1,1,2
11361,4113,6013,4585,5125,7436,9820,7455,6250,5503,3232,6390
11,9,9,18,15,47,140,359,660,960,429,831
0,1,1,1,1,2,1,0,0,2,1,2
221,75,159,249,366,817,1111,890,651,613,279,518
71,23,64,41,76,125,208,433,1296,4466,4984,10168
42,18,44,32,52,87,128,286,870,3171,3503,7234
3510,2491,8753,12485,17012,28562,30717,11450,6385,4931,2232,4985
4,4,11,15,18,26,34,12,5,9,0,5
5,1,2,2,8,11,12,7,10,8,11,7
17797,4718,6040,3061,3012,3195,4167,2827,2352,2180,1473,3020
11088,5096,10584,5990,4863,4691,5291,3504,2395,1912,1117,2352
4,0,7,12,9,15,28,17,12,10,5,7
87,53,89,171,251,996,1918,3485,3243,1967,402,888
3228,1413,2790,2216,2489,4975,8250,9683,11004,14067,6744,13895
3266,2716,4061,2358,2184,2170,2910,2151,1753,1261,1136,2074
11,19,50,53,84,240,645,1669,2932,4158,1764,3531
13538,3610,4490,2406,2205,2548,3170,2131,1831,1625,1077,2220
2183,848,1115,878,1011,1440,1923,1418,1192,1070,603,1228
4,12,63,30,24,23,26,8,2,3,0,5
17,8,15,22,44,72,112,731,4793,12283,1482,2814
478,170,379,559,807,1943,2613,2172,1635,1420,608,1142
212,266,642,393,395,501,673,280,325,304,209,505
2466,653,863,459,394,463,552,396,324,355,208,398
241,104,233,124,106,120,113,82,57,40,20,45
51,17,25,16,23,44,80,95,110,146,55,150
30,12,39,32,34,70,112,263,797,2781,3082,6215
17,3,8,12,18,25,34,66,240,860,963,2035
1338,3000,14024,9472,7231,6224,6821,2878,1837,1488,672,1367
5346,1969,2860,2298,2540,3688,4738,3583,3017,2589,1511,3085
5396,4609,6696,3935,3717,3672,4985,3508,2717,2110,1816,3338
12,6,15,17,12,37,69,39,30,39,33,74
6,7,28,32,34,42,60,47,37,23,13,23
14,7,15,11,8,21,27,68,197,689,817,1589
7728,3399,7143,4170,3461,3224,3675,2385,1639,1380,781,1592
2,0,6,5,13,21,22,9,8,5,3,4
15119,6462,12778,10337,11790,22953,37735,45490,51380,64443,32025,64108
372,170,445,479,610,1255,1737,1079,1003,1171,865,1945
588,661,1429,714,568,472,563,389,257,200,173,306
939,1004,2961,1406,878,607,680,389,302,166,155,285
20,19,43,49,77,159,517,1394,2373,3304,1473,3028
477,115,153,123,150,283,416,474,595,1024,881,1883
293,294,664,742,1107,3038,8717,21896,38264,54998,23935,49304
356,841,3720,2488,1994,1657,1912,780,479,386,178,385
6568,2407,3444,2652,3062,4374,5695,4499,3697,3194,1931,3792
822,743,2319,1012,680,493,530,333,220,134,109,259
15278,13129,18873,11286,10718,10693,14196,10154,7847,5923,5117,9770
514,564,1607,1072,878,940,958,576,428,320,180,398
5,21,76,45,33,25,40,7,6,4,2,7
40,2,0,3,4,0,0,1,2,2,0,1
7,3,1,3,0,3,7,6,8,20,9,20
3973,4454,10863,6408,6652,8426,11397,4936,5267,4926,3865,8552
899,781,1504,896,858,1178,1513,1406,1562,1848,1140,2266
27,6,12,2,15,11,37,31,34,62,67,135
44,15,18,14,19,29,45,36,51,75,105,177
1,0,0,0,0,0,0,0,3,3,3,9
365,166,364,217,152,185,178,111,95,61,45,95
1,0,3,2,1,18,86,323,133,12,1,2
3,3,7,6,3,4,11,5,3,7,7,18
18,9,29,31,16,46,40,36,19,16,11,17
0,1,1,1,1,2,2,0,0,1,0,0
0,1,0,0,1,1,2,1,3,13,15,28
10,16,40,32,29,25,30,15,22,15,4,16
22,7,17,17,22,36,50,114,371,1275,1479,2998
19,5,22,17,14,33,45,101,340,1221,1336,2629
15,2,11,7,9,24,47,86,247,927,977,2142
22,2,8,18,19,29,64,133,453,1567,1706,3604
82,92,255,191,133,135,132,100,65,36,41,59
2,0,6,3,4,14,19,22,29,23,16,38
6,3,12,19,26,69,181,462,859,1232,517,1050
0,1,1,3,1,0,2,12,18,60,71,149
0,0,5,2,11,8,12,11,6,5,1,4
2,0,1,3,0,7,6,5,6,5,4,5
2,1,5,4,6,13,7,4,2,4,2,2
1,1,0,0,1,1,0,0,0,0,0,0
139,74,110,84,88,219,343,421,484,604,299,619
8,6,14,10,15,8,15,21,21,26,15,28
0,2,0,0,1,3,1,2,3,0,0,4
1754,1281,4573,6600,8643,14937,15981,5816,3292,2517,1116,2501
17,2,7,28,27,117,248,392,385,240,53,95
21,15,25,23,19,30,37,32,32,30,16,58
0,0,3,0,0,3,1,1,3,1,1,1
1,0,2,0,0,0,5,32,76,31,2,4
73,56,177,417,702,2933,6532,2993,1098,405,147,371
28,9,20,9,17,16,35,38,55,63,86,149
121,108,323,364,553,1360,4083,9996,17806,25347,11250,22535
8466,9444,26438,16026,13633,14946,16366,9708,6696,5255,3166,6196
2,2,6,5,1,5,4,29,52,201,243,482
18,9,11,9,9,26,29,80,285,927,1029,2088
0,0,0,1,2,0,1,0,0,0,0,0
2,0,5,4,0,11,10,11,6,9,4,13
0,1,4,2,1,1,2,4,5,2,0,0
776,818,3336,3401,3684,4595,7867,5768,3920,3104,1193,2640
0,7,30,12,10,1,2,1,1,0,0,0
8,1,5,3,6,5,15,22,100,304,362,697
224,221,934,1009,1008,1285,2201,1659,1100,845,348,724
0,0,0,1,0,2,1,1,0,0,0,1
0,1,0,1,1,1,3,8,17,49,49,94
3,5,12,14,22,135,292,123,50,22,5,14
0,6,3,20,21,77,210,103,32,13,1,10
2,1,1,11,10,54,119,54,22,4,3,9
0,0,0,0,0,2,1,3,3,16,4,4
2,2,7,8,5,5,19,11,6,4,1,4
3,4,11,19,11,12,24,21,9,9,4,9
1,0,5,2,2,5,19,6,1,6,5,16
1,0,0,0,1,0,0,0,0,1,1,3
3,2,3,2,0,0,4,4,5,2,1,3
3,3,3,0,1,3,1,1,3,3,2,3
6,11,10,5,6,6,17,17,11,16,11,18
1,2,5,1,2,0,8,4,4,6,1,2
4,1,3,1,0,0,2,3,4,11,8,9
1,0,7,1,5,3,6,6,3,1,4,1
9151,10402,29327,17676,15193,16870,18019,10663,7563,5757,3539,6843
13,3,14,13,21,31,54,26,33,31,28,61
2,1,2,1,1,5,3,3,0,1,2,0
28,6,11,6,11,28,30,34,44,83,57,158
10,1,3,6,1,4,6,8,15,22,19,35
48,31,68,41,36,45,64,76,71,93,48,111
2,0,2,0,0,2,2,2,2,5,0,4
3,0,1,0,0,0,0,2,1,3,1,3
0,0,0,0,0,0,0,0,0,3,1,4
119,64,123,127,223,421,544,351,326,430,275,669
1,0,0,0,1,0,0,0,5,13,16,36
1,6,5,8,7,31,71,196,358,481,241,467
3,1,0,2,1,8,5,14,55,156,227,371
44,11,38,31,39,64,102,229,652,2458,2814,5781
118,60,144,145,234,418,601,325,342,395,326,698
26,8,30,20,28,33,64,140,414,1645,1752,3631
8,12,21,8,8,13,20,6,6,10,7,15
2064,2265,6723,4015,3429,3803,3958,2396,1658,1325,775,1494
2093,755,1142,833,935,1455,1767,1405,1083,1032,588,1187
3,5,10,10,18,31,124,319,544,774,379,625
5,2,2,1,4,7,6,11,13,24,5,22
4,3,10,4,5,5,3,8,15,14,5,6
1,0,0,0,0,0,0,0,8,15,26,48
1,13,54,13,6,3,2,2,2,0,0,0
6,12,17,21,31,101,243,686,1168,1698,719,1424
15,8,50,39,63,167,457,1147,2015,2947,1355,2549
809,180,281,190,253,464,720,758,1048,1734,1503,3246
13,2,8,9,14,16,31,66,220,805,812,1759
2,3,12,5,12,36,95,241,429,610,271,562
550,207,516,434,573,982,1682,3404,10779,38082,42985,88061
987,1104,3022,1945,1618,1780,1822,1149,827,595,377,706
1383,1193,1718,988,1008,1001,1310,923,696,560,459,873
8630,3121,4753,3523,3914,5793,7316,5644,4702,4038,2477,4906
4147,3350,7028,3882,3779,5593,6930,6234,6757,8203,5036,10324
62,34,49,37,49,89,149,159,196,236,102,230
1,0,1,2,0,2,1,5,3,3,3,6
72,27,71,75,118,227,350,172,166,220,157,391
4,0,3,2,1,1,4,7,5,10,17,24
3,1,2,1,1,7,6,14,45,156,190,374
1,1,0,0,3,0,2,0,2,1,0,0
21,13,19,14,17,44,46,82,94,123,55,129
10,7,12,16,31,77,194,546,949,1318,603,1190
6,3,17,11,9,8,7,12,13,12,7,20
57,51,134,153,201,616,1690,4242,7397,10688,4715,9471
42,17,51,74,106,452,902,1532,1462,903,190,413
8,12,14,14,8,1,7,3,5,4,4,2
7911,9234,20691,9971,7802,6926,8010,5423,3705,2636,2420,4403
5522,5975,14474,8235,7216,7682,10201,7365,5869,5171,2876,5727
1923,823,1658,1333,1476,2807,4619,5678,6427,8166,4043,8428
9,19,113,84,51,49,57,27,13,18,10,9
13003,4854,6668,5374,5925,8471,11104,8595,7085,6457,3652,7303
0,0,0,1,0,0,1,8,7,6,5,13
0,0,0,0,0,0,0,6,3,2,6,1
0,0,0,0,0,0,0,0,1,2,5,11
0,0,0,0,0,0,1,1,0,3,0,1
1,0,1,0,1,1,1,1,1,1,2,2
431,396,537,320,325,273,401,243,263,169,144,277
5,4,10,11,23,49,121,334,538,776,322,724
15,4,17,33,36,52,99,27,17,15,4,15
5,8,12,10,12,10,22,12,7,9,6,14
3,1,4,10,13,18,22,4,5,2,3,5
1,1,5,7,4,16,18,8,2,3,5,2
2,4,11,3,6,5,11,5,3,3,2,11
2,2,4,8,7,13,16,8,2,4,5,1
0,0,1,2,2,1,0,0,6,4,3,3
1,0,1,2,2,2,3,1,1,2,0,3
1,1,0,3,1,3,0,3,5,3,2,6
1911,998,2257,2461,3361,6568,9342,5539,5476,6273,4895,10651
1,1,0,1,0,0,2,1,0,1,0,1
1,1,3,3,1,1,4,1,2,6,0,3
0,0,0,0,2,1,0,0,0,0,1,0
128,141,189,132,91,114,144,96,83,62,54,93
14,4,11,12,6,20,18,9,6,2,2,7
2,2,0,0,0,1,1,1,0,0,0,1
0,0,0,0,0,0,0,0,0,1,1,5
0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,1,4,7,7
4,1,2,1,3,4,6,25,52,164,193,391
1,0,2,0,0,4,2,0,5,0,1,3
0,1,0,0,2,3,4,1,1,1,1,1
0,0,0,0,1,0,2,0,1,1,0,1
0,0,1,1,2,1,3,4,3,1,0,1
0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,3,6,3
0,3,6,5,6,5,6,0,0,1,0,0
