"","X1","X2","X3","X4"
"11091",35,36,14,18
"11092",32,25,13,23
"11093",27,36,21,15
"11094",25,27,21,23
"11095",26,21,14,27
"11096",35,21,17,17
"11097",27,27,16,16
"11098",29,25,17,10
"11099",30,28,20,21
"11100",27,31,12,16
"11101",24,32,21,14
"11102",19,30,17,13
"11103",28,20,21,19
"11104",24,24,29,18
"11105",28,23,26,16
"11106",28,16,23,15
"11107",24,19,21,22
"11108",33,29,19,15
"11109",28,38,20,19
"11110",23,26,17,27
"11111",19,24,15,17
"11112",27,24,22,17
"11113",30,31,19,12
"11114",23,39,21,14
"11115",24,19,27,20
"11116",26,30,19,17
"11117",16,23,16,19
"11118",21,28,17,15
"11119",28,27,16,11
"11120",25,23,17,16
"11121",18,30,21,18
"11122",25,24,17,18
"11123",22,28,16,15
"11124",27,20,17,21
"11125",30,39,16,30
"11126",20,35,18,17
"11127",26,21,30,21
"11128",22,24,33,20
"11129",33,24,27,19
"11130",28,34,19,14
"11131",24,28,18,14
"11132",28,24,17,20
"11133",31,33,13,17
"11134",31,27,18,19
"11135",30,31,15,19
"11136",41,29,17,22
"11137",17,29,17,21
"11138",26,23,19,21
"11139",23,26,23,18
"11140",23,31,18,23
"11141",19,27,17,21
"11142",20,18,16,16
"11143",22,18,23,12
"11144",26,22,27,20
"11145",25,25,15,21
"11146",27,32,20,25
"11147",25,29,21,20
"11148",26,26,17,12
"11149",23,25,15,25
"11150",37,28,16,10
"11151",29,21,15,27
"11152",37,21,22,13
"11153",24,24,17,16
"11154",29,18,17,18
"11155",25,28,14,21
"11156",25,25,11,16
"11157",23,28,19,15
"11158",22,28,17,16
"11159",22,32,23,19
"11160",25,31,14,22
"11161",30,27,17,15
"11162",23,28,21,21
"11163",24,36,17,18
"11164",25,30,19,28
"11165",26,27,19,19
"11166",27,17,17,23
"11167",33,24,19,14
"11168",26,28,21,24
"11169",21,23,19,23
"11170",21,27,20,20
"11171",26,29,14,9
"11172",19,19,17,26
"11173",20,22,10,17
"11174",19,29,13,17
"11175",19,34,18,21
"11176",23,27,15,17
"11177",21,35,23,21
"11178",25,26,19,11
"11179",22,22,25,13
"11180",27,19,16,20
"11181",25,25,17,12
"11182",36,26,26,21
"11183",31,19,19,15
"11184",25,32,11,22
"11185",28,25,20,16
"11186",18,19,24,15
"11187",21,28,23,25
"11188",24,21,14,18
"11189",19,18,19,21
"11190",19,27,15,19
"11191",30,31,22,12
"11192",36,24,19,19
"11193",19,22,14,13
"11194",31,21,20,21
"11195",36,29,20,16
"11196",20,31,22,22
"11197",31,22,24,17
"11198",28,27,20,6
"11199",30,26,16,16
"11200",27,22,26,19
"11201",26,24,15,14
"11202",27,26,19,28
"11203",20,26,16,15
"11204",32,21,20,15
"11205",29,23,27,20
"11206",23,31,20,20
"11207",17,30,21,22
"11208",20,22,17,21
"11209",30,24,15,16
"11210",23,28,22,17
"11211",23,24,19,21
"11212",27,26,16,24
"11213",29,23,16,21
"11214",24,25,15,14
"11215",21,31,21,16
"11216",27,23,16,21
"11217",18,33,21,12
"11218",21,29,22,16
"11219",25,27,16,17
"11220",17,32,12,15
"11221",29,29,18,15
"11222",24,27,24,15
"11223",21,23,21,11
"11224",23,27,19,17
"11225",40,27,17,19
"11226",33,26,18,20
"11227",29,20,16,21
"11228",24,27,20,17
"11229",25,35,15,22
"11230",25,24,17,14
"11231",25,20,18,18
"11232",25,24,13,11
"11233",25,25,16,15
"11234",23,25,21,17
"11235",26,21,17,27
"11236",29,19,16,13
"11237",20,23,17,18
"11238",22,26,28,22
"11239",35,26,20,23
"11240",27,30,21,22
"11241",25,19,14,16
"11242",26,29,18,20
"11243",18,29,12,22
"11244",24,28,15,18
"11245",22,21,18,26
"11246",13,38,18,25
"11247",31,21,19,13
"11248",32,21,20,23
"11249",23,27,17,28
"11250",25,21,18,14
"11251",23,30,15,19
"11252",22,22,14,24
"11253",26,32,22,11
"11254",32,32,11,22
"11255",12,29,18,16
"11256",31,28,15,22
"11257",29,32,19,22
"11258",24,28,22,15
"11259",20,32,21,21
"11260",29,29,27,19
"11261",26,22,15,15
"11262",30,20,22,18
"11263",33,19,17,16
"11264",20,31,18,20
"11265",29,29,23,29
"11266",24,37,20,18
"11267",27,27,18,16
"11268",31,31,16,21
"11269",20,33,20,18
"11270",23,22,17,17
"11271",34,26,26,17
"11272",20,36,14,24
"11273",19,25,18,18
"11274",21,19,17,23
"11275",20,29,19,12
"11276",30,26,17,18
"11277",27,28,12,23
"11278",17,28,19,20
"11279",17,20,22,14
"11280",18,16,16,23
"11281",18,24,23,15
"11282",20,22,18,15
"11283",18,30,28,17
"11284",27,24,21,12
"11285",33,26,20,20
"11286",28,19,13,10
"11287",25,23,17,16
"11288",29,18,16,27
"11289",33,30,27,23
"11290",31,26,21,18
"11291",37,23,16,17
"11292",20,19,20,22
"11293",24,22,28,25
"11294",27,22,18,27
"11295",25,34,17,20
"11296",26,25,16,21
"11297",27,32,21,15
"11298",19,24,11,15
"11299",19,25,12,25
"11300",35,41,21,21
"11301",22,22,16,21
"11302",18,17,23,19
"11303",21,16,16,20
"11304",32,29,16,17
"11305",32,32,18,12
"11306",24,19,22,24
"11307",29,30,18,22
"11308",21,24,15,25
"11309",23,17,18,17
"11310",24,21,8,26
"11311",20,22,18,20
"11312",29,25,15,25
"11313",23,18,21,14
"11314",36,24,11,27
"11315",30,27,12,18
"11316",28,20,18,27
"11317",23,27,8,10
"11318",27,21,17,15
"11319",22,19,20,16
"11320",24,33,20,24
"11321",28,28,14,16
"11322",23,29,20,23
"11323",37,22,24,14
"11324",26,23,13,15
"11325",25,24,17,19
"11326",18,27,21,14
"11327",25,21,17,23
"11328",24,23,19,26
"11329",19,29,18,23
"11330",27,37,26,20
"11331",25,29,15,18
"11332",33,26,16,18
"11333",23,23,15,11
"11334",32,29,18,18
"11335",20,33,18,34
"11336",29,23,21,22
"11337",12,26,16,21
"11338",27,28,15,26
"11339",20,32,16,25
"11340",30,23,18,21
"11341",22,32,8,18
"11342",20,27,23,13
"11343",22,29,19,26
"11344",34,24,13,9
"11345",28,29,17,18
"11346",28,18,21,21
"11347",18,25,23,15
"11348",21,30,19,15
"11349",29,25,17,21
"11350",24,27,15,11
"11351",28,25,22,25
"11352",39,15,23,14
"11353",22,25,16,21
"11354",32,18,25,18
"11355",20,19,28,15
"11356",25,33,20,18
"11357",26,20,18,15
"11358",23,30,18,27
"11359",31,26,20,16
"11360",29,23,25,17
"11361",17,23,18,18
"11362",18,21,25,9
"11363",17,21,22,12
"11364",21,19,15,22
"11365",31,25,22,16
"11366",26,27,20,13
"11367",29,26,14,25
"11368",23,21,19,24
"11369",35,26,22,17
"11370",30,26,24,13
"11371",18,28,17,22
"11372",33,18,13,24
"11373",26,25,26,20
"11374",23,36,23,16
"11375",24,30,18,15
"11376",30,24,23,24
"11377",24,25,20,22
"11378",16,19,23,17
"11379",24,30,17,15
"11380",30,26,19,16
"11381",29,26,14,20
"11382",27,24,19,26
"11383",33,26,20,18
"11384",20,28,28,18
"11385",23,21,24,16
"11386",26,25,23,19
"11387",29,24,15,27
"11388",34,43,23,20
"11389",24,22,17,20
"11390",18,22,23,12
"11391",21,31,21,34
"11392",20,18,19,29
"11393",21,20,20,19
"11394",26,29,18,13
"11395",20,36,19,18
"11396",31,18,26,20
"11397",27,21,13,13
"11398",25,17,17,19
"11399",25,31,23,23
"11400",37,25,23,12
"11401",39,28,17,18
"11402",28,29,17,19
"11403",29,33,13,23
"11404",29,23,15,16
"11405",32,20,16,15
"11406",22,31,15,26
"11407",21,20,16,18
"11408",27,23,16,19
"11409",27,20,14,17
"11410",26,26,22,26
"11411",28,30,16,21
"11412",20,24,16,20
"11413",29,25,19,15
"11414",22,23,17,23
"11415",22,31,22,25
"11416",19,33,22,26
"11417",22,25,19,16
"11418",32,22,14,18
"11419",26,19,21,27
"11420",25,26,16,18
"11421",34,25,18,25
"11422",30,28,18,21
"11423",30,23,20,15
"11424",31,23,21,15
"11425",21,32,17,21
"11426",28,30,19,17
"11427",19,36,15,13
"11428",29,24,11,23
"11429",21,32,19,15
"11430",21,21,17,21
"11431",22,23,21,18
"11432",40,37,14,22
"11433",23,19,18,20
"11434",29,35,15,28
"11435",34,22,24,17
"11436",30,26,19,17
"11437",19,28,18,20
"11438",30,21,21,17
"11439",34,22,20,25
"11440",24,20,15,25
"11441",33,18,16,17
"11442",25,37,25,20
"11443",19,28,13,13
"11444",19,22,20,24
"11445",22,22,23,19
"11446",25,30,19,25
"11447",25,20,20,22
"11448",19,27,18,14
"11449",32,27,14,18
"11450",25,35,19,17
"11451",22,19,22,21
"11452",36,29,17,14
"11453",22,21,22,19
"11454",21,27,10,26
"11455",17,38,17,21
"11456",26,30,19,14
"11457",24,25,22,22
"11458",19,19,17,18
"11459",34,22,25,11
"11460",33,23,11,29
"11461",32,24,19,17
"11462",24,29,35,15
"11463",30,17,19,20
"11464",35,33,14,22
"11465",31,24,13,26
"11466",29,26,23,19
"11467",21,24,16,25
"11468",23,27,25,19
"11469",35,26,18,27
"11470",25,32,27,18
"11471",18,26,16,20
"11472",30,22,17,24
"11473",32,17,21,26
"11474",25,31,18,16
"11475",23,22,16,22
"11476",37,16,17,14
"11477",20,24,20,21
"11478",20,26,18,17
"11479",30,16,18,17
"11480",34,20,16,19
"11481",18,20,24,10
"11482",26,29,12,19
"11483",25,36,31,14
"11484",19,31,17,22
"11485",27,22,21,22
"11486",27,29,23,19
"11487",29,19,22,26
"11488",23,18,18,13
"11489",21,26,20,25
"11490",30,26,19,13
"11491",19,37,21,14
"11492",38,19,20,11
"11493",23,24,24,19
"11494",28,20,17,15
"11495",17,29,19,23
"11496",22,26,17,15
"11497",28,22,21,16
"11498",27,20,10,11
"11499",28,26,16,12
"11500",27,18,24,16
"11501",32,19,16,22
"11502",22,22,19,19
"11503",28,28,15,20
"11504",29,23,20,15
"11505",20,32,27,19
"11506",23,22,19,20
"11507",24,27,19,25
"11508",26,23,22,17
"11509",22,19,13,23
"11510",17,29,17,18
"11511",31,15,14,18
"11512",23,25,18,17
"11513",22,28,19,27
"11514",21,25,29,19
"11515",19,26,19,20
"11516",21,25,13,25
"11517",21,25,14,22
"11518",29,22,21,16
"11519",25,30,13,14
"11520",20,26,15,18
"11521",21,25,25,11
"11522",30,27,21,21
"11523",26,26,30,18
"11524",18,26,15,18
"11525",37,26,17,15
"11526",28,28,19,19
"11527",25,21,21,17
"11528",29,26,16,18
"11529",23,22,15,21
"11530",34,29,28,16
"11531",20,24,17,25
"11532",22,23,24,18
"11533",23,27,19,19
"11534",28,22,22,21
"11535",21,23,14,20
"11536",36,18,19,19
"11537",21,24,22,16
"11538",28,23,31,19
"11539",14,28,15,21
"11540",37,18,14,14
"11541",25,19,12,18
"11542",32,22,17,28
"11543",28,25,15,17
"11544",19,22,20,19
"11545",21,20,14,20
"11546",24,26,20,16
"11547",23,23,19,21
"11548",26,26,13,20
"11549",18,23,17,24
"11550",31,25,22,22
"11551",34,29,22,15
"11552",20,22,14,16
"11553",22,24,19,21
"11554",22,19,19,14
"11555",28,25,21,25
"11556",19,22,19,20
"11557",23,22,20,10
"11558",23,24,22,22
"11559",28,23,21,20
"11560",21,29,18,14
"11561",33,29,25,17
"11562",33,27,23,22
"11563",20,20,16,21
"11564",32,37,24,20
"11565",33,31,16,15
"11566",24,18,19,13
"11567",31,33,28,10
"11568",22,30,15,21
"11569",30,24,16,20
"11570",31,20,17,15
"11571",21,29,17,20
"11572",33,28,12,16
"11573",27,25,23,20
"11574",33,37,18,18
"11575",22,33,19,15
"11576",22,30,17,21
"11577",19,33,19,19
"11578",25,31,17,18
"11579",27,19,18,11
"11580",27,28,25,15
"11581",31,30,21,21
"11582",28,20,22,23
"11583",32,20,17,18
"11584",24,32,21,15
"11585",29,28,19,18
"11586",33,27,16,15
"11587",21,23,22,19
"11588",28,25,19,18
"11589",23,34,11,18
"11590",24,18,16,20
"11591",33,29,19,21
"11592",30,21,19,15
"11593",27,23,20,28
"11594",23,24,17,17
"11595",20,26,16,12
"11596",21,29,18,27
"11597",20,31,16,15
"11598",21,26,26,19
"11599",16,24,22,15
"11600",31,29,25,14
"11601",29,32,20,24
"11602",24,33,15,21
"11603",18,25,25,23
"11604",22,30,8,19
"11605",17,31,12,14
"11606",21,19,15,14
"11607",32,25,16,22
"11608",33,21,19,20
"11609",21,21,19,15
"11610",34,33,21,27
"11611",25,21,25,17
"11612",42,34,21,17
"11613",24,29,16,17
"11614",20,28,22,23
"11615",26,28,16,11
"11616",25,19,19,19
"11617",38,30,22,21
"11618",27,28,19,19
"11619",28,23,18,17
"11620",28,32,22,15
"11621",27,28,13,13
"11622",28,24,17,17
"11623",16,19,15,20
"11624",24,32,16,19
"11625",31,19,22,18
"11626",31,22,18,15
"11627",30,20,19,15
"11628",24,29,23,21
"11629",27,27,12,14
"11630",22,23,22,14
"11631",22,21,19,18
"11632",20,29,23,21
"11633",27,26,21,17
"11634",25,29,17,16
"11635",30,31,22,17
"11636",23,23,19,17
"11637",31,28,20,19
"11638",27,27,17,14
"11639",22,17,20,24
"11640",19,31,20,20
"11641",22,16,17,23
"11642",46,27,12,15
"11643",24,30,22,20
"11644",24,27,12,21
"11645",19,27,17,19
"11646",35,35,17,19
"11647",32,25,11,25
"11648",22,27,18,19
"11649",17,24,20,32
"11650",27,24,21,19
"11651",40,21,21,25
"11652",34,10,14,18
"11653",28,29,21,17
"11654",36,36,17,13
"11655",30,29,15,15
"11656",36,27,23,18
"11657",22,28,19,15
"11658",23,26,18,23
"11659",22,32,24,21
"11660",22,26,19,18
"11661",23,27,16,20
"11662",26,28,17,18
"11663",29,31,15,20
"11664",21,26,28,17
"11665",29,33,17,12
"11666",24,26,16,18
"11667",20,22,26,15
"11668",23,29,24,12
"11669",28,25,26,22
"11670",21,26,25,18
"11671",21,22,22,22
"11672",21,38,10,21
"11673",18,26,14,18
"11674",27,29,22,18
"11675",29,21,19,15
"11676",22,29,14,14
"11677",22,24,11,22
"11678",26,18,14,23
"11679",25,23,19,15
"11680",18,25,20,16
"11681",32,31,21,18
"11682",26,22,16,16
"11683",23,27,15,30
"11684",29,20,30,18
"11685",28,23,22,14
"11686",28,30,23,16
"11687",25,14,19,21
"11688",20,28,19,19
"11689",21,29,17,10
"11690",30,28,15,26
"11691",22,19,20,19
"11692",23,28,16,21
"11693",25,29,21,19
"11694",22,16,12,17
"11695",23,28,16,18
"11696",17,24,24,18
"11697",31,28,17,18
"11698",29,19,17,22
"11699",29,14,21,20
"11700",26,23,16,18
"11701",34,26,18,21
"11702",28,33,16,20
"11703",25,17,15,12
"11704",32,27,15,23
"11705",22,21,17,13
"11706",20,25,30,18
"11707",25,27,25,22
"11708",27,22,32,15
"11709",23,35,20,19
"11710",27,34,26,25
"11711",25,17,12,23
"11712",24,28,13,10
"11713",32,22,17,16
"11714",25,22,17,24
"11715",19,23,20,16
"11716",29,36,18,16
"11717",19,32,26,19
"11718",27,25,12,9
"11719",23,29,19,19
"11720",32,30,18,25
"11721",27,23,20,13
"11722",18,21,17,17
"11723",32,30,25,11
"11724",34,24,27,20
"11725",27,29,22,21
"11726",29,27,19,13
"11727",22,22,23,21
"11728",22,18,14,21
"11729",25,30,19,20
"11730",20,15,15,27
"11731",19,31,25,14
"11732",30,26,26,17
"11733",26,20,23,14
"11734",29,26,18,15
"11735",24,27,18,8
"11736",29,23,16,22
"11737",18,37,20,17
"11738",31,20,18,17
"11739",26,25,17,24
"11740",32,21,9,16
"11741",30,29,18,25
"11742",27,20,19,14
"11743",36,26,16,19
"11744",23,29,19,18
"11745",22,24,20,21
"11746",32,19,17,22
"11747",24,23,25,19
"11748",32,18,18,17
"11749",15,31,13,19
"11750",24,30,20,20
"11751",29,31,15,19
"11752",19,21,21,26
"11753",26,27,17,24
"11754",26,30,23,18
"11755",19,30,11,22
"11756",23,26,15,18
"11757",24,22,9,18
"11758",26,26,18,21
"11759",25,28,20,15
"11760",20,23,21,22
"11761",28,36,12,19
"11762",29,19,22,17
"11763",30,34,10,17
"11764",27,22,18,20
"11765",33,31,15,21
"11766",24,24,17,19
"11767",20,20,25,17
"11768",31,25,17,22
"11769",21,18,15,14
"11770",26,20,19,13
"11771",26,36,19,19
"11772",27,32,14,21
"11773",34,23,16,16
"11774",19,23,19,20
"11775",27,16,22,22
"11776",26,32,14,21
"11777",33,19,21,15
"11778",23,32,25,16
"11779",28,27,20,13
"11780",25,24,18,15
"11781",23,25,13,14
"11782",20,19,23,19
"11783",22,27,15,24
"11784",34,21,23,20
"11785",23,19,15,12
"11786",20,29,21,21
"11787",18,21,23,18
"11788",18,18,23,14
"11789",23,24,16,21
"11790",16,24,20,11
"11791",19,34,14,9
"11792",25,27,18,8
"11793",22,26,11,22
"11794",29,28,11,13
"11795",21,27,14,21
"11796",19,35,20,15
"11797",20,26,19,18
"11798",35,19,14,21
"11799",26,20,18,23
"11800",27,31,19,15
"11801",20,36,29,19
"11802",24,13,22,28
"11803",28,33,22,24
"11804",27,19,25,22
"11805",28,30,17,17
"11806",23,23,17,20
"11807",32,28,15,13
"11808",22,23,18,14
"11809",26,22,25,18
"11810",27,23,15,15
"11811",29,23,10,23
"11812",16,38,16,17
"11813",23,24,15,17
"11814",17,27,12,14
"11815",30,34,16,17
"11816",30,28,22,17
"11817",20,32,13,18
"11818",22,27,19,12
"11819",18,21,22,22
"11820",20,22,20,27
"11821",25,21,21,17
"11822",29,22,16,19
"11823",38,17,21,20
"11824",19,33,18,9
"11825",20,27,15,9
"11826",23,25,16,13
"11827",27,20,26,18
"11828",27,26,28,17
"11829",28,27,23,15
"11830",34,25,14,16
"11831",23,27,17,10
"11832",33,22,25,23
"11833",26,28,17,16
"11834",37,26,15,16
"11835",24,29,25,20
"11836",28,38,12,14
"11837",28,24,22,21
"11838",24,37,27,21
"11839",26,22,12,15
"11840",22,17,15,9
"11841",19,24,25,20
"11842",25,18,20,17
"11843",26,37,11,24
"11844",22,24,15,16
"11845",31,30,26,24
"11846",20,23,24,9
"11847",20,29,21,16
"11848",27,31,16,20
"11849",23,25,21,16
"11850",32,30,17,28
"11851",27,24,22,19
"11852",33,21,22,25
"11853",30,20,18,17
"11854",32,22,23,17
"11855",29,26,32,23
"11856",22,30,16,24
"11857",31,19,25,20
"11858",18,25,13,18
"11859",16,31,11,17
"11860",24,22,19,25
"11861",24,19,23,18
"11862",31,23,19,19
"11863",31,14,11,22
"11864",23,20,15,15
"11865",25,24,21,18
"11866",26,21,12,12
"11867",31,28,19,20
"11868",21,36,15,14
"11869",23,26,12,16
"11870",30,24,19,16
"11871",29,17,7,20
"11872",30,24,14,11
"11873",25,38,22,21
"11874",32,27,14,18
"11875",15,22,13,11
"11876",21,21,15,24
"11877",28,33,17,20
"11878",25,35,21,27
"11879",25,23,27,18
"11880",25,27,25,17
"11881",14,36,14,14
"11882",21,23,15,12
"11883",27,25,20,22
"11884",17,32,23,10
"11885",19,23,20,21
"11886",22,30,20,23
"11887",20,28,20,19
"11888",27,30,16,21
"11889",25,27,18,19
"11890",26,23,14,23
"11891",28,28,17,19
"11892",25,25,19,22
"11893",19,27,18,20
"11894",25,18,15,23
"11895",22,20,23,17
"11896",26,24,25,18
"11897",26,31,22,17
"11898",22,28,18,19
"11899",21,27,19,21
"11900",17,29,9,21
"11901",28,28,25,15
"11902",26,27,15,23
"11903",20,29,23,11
"11904",19,27,20,18
"11905",27,28,28,20
"11906",22,28,19,21
"11907",18,24,22,18
"11908",22,29,11,21
"11909",19,23,22,18
"11910",20,23,13,28
"11911",27,25,20,24
"11912",36,22,17,17
"11913",27,18,23,16
"11914",34,22,14,21
"11915",27,29,27,19
"11916",22,26,25,10
"11917",21,30,16,18
"11918",17,25,16,17
"11919",25,24,21,24
"11920",26,35,25,24
"11921",35,16,18,20
"11922",12,32,15,20
"11923",19,34,10,18
"11924",29,19,14,21
"11925",28,22,18,20
"11926",28,30,21,18
"11927",30,24,16,15
"11928",31,22,17,16
"11929",24,31,13,17
"11930",29,24,23,20
"11931",25,32,21,19
"11932",29,33,21,19
"11933",30,27,15,23
"11934",39,30,25,33
"11935",25,35,19,16
"11936",29,22,12,19
"11937",27,20,13,16
"11938",27,27,19,17
"11939",37,32,21,25
"11940",19,25,27,19
"11941",22,31,22,22
"11942",22,33,13,15
"11943",32,27,18,12
"11944",30,16,18,19
"11945",20,25,20,29
"11946",24,23,20,20
"11947",31,21,14,24
"11948",32,22,13,20
"11949",24,40,21,17
"11950",32,29,14,13
"11951",32,25,16,11
"11952",25,27,18,19
"11953",29,30,16,22
"11954",33,27,25,10
"11955",27,21,16,15
"11956",26,25,23,25
"11957",23,26,17,23
"11958",30,24,22,11
"11959",25,22,21,14
"11960",26,24,27,16
"11961",27,26,16,19
"11962",16,20,14,12
"11963",31,22,21,23
"11964",22,24,18,17
"11965",36,23,12,21
"11966",21,27,15,18
"11967",22,25,17,18
"11968",20,27,21,18
"11969",24,19,20,11
"11970",26,30,17,16
"11971",27,20,29,22
"11972",30,23,26,15
"11973",20,22,20,19
"11974",22,19,22,23
"11975",26,27,22,18
"11976",24,27,18,20
"11977",23,21,16,14
"11978",25,18,17,23
"11979",24,32,12,13
"11980",25,27,28,12
"11981",18,26,19,22
"11982",32,26,14,18
"11983",26,31,19,20
"11984",19,20,16,17
"11985",25,18,14,23
"11986",34,34,17,16
"11987",18,34,14,15
"11988",30,20,14,23
"11989",26,26,21,29
"11990",28,23,23,24
"11991",27,26,18,18
"11992",24,22,23,19
"11993",29,19,21,25
"11994",20,24,14,19
"11995",31,35,13,11
"11996",27,24,10,22
"11997",37,29,26,26
"11998",24,21,15,18
"11999",24,31,20,17
"12000",21,28,11,18
"12001",27,26,16,14
"12002",27,25,25,23
"12003",25,22,20,17
"12004",30,19,17,26
"12005",30,25,18,12
"12006",26,17,16,16
"12007",37,27,14,9
"12008",19,36,20,18
"12009",33,17,22,14
"12010",12,24,20,17
"12011",19,28,17,19
"12012",29,30,21,17
"12013",15,18,22,14
"12014",25,34,21,15
"12015",26,16,28,31
"12016",25,25,21,21
"12017",29,32,14,19
"12018",25,21,19,18
"12019",25,41,12,16
"12020",31,23,13,19
"12021",28,24,20,16
"12022",19,23,31,19
"12023",18,21,16,16
"12024",29,28,21,10
"12025",27,18,28,18
"12026",24,28,23,20
"12027",32,29,17,16
"12028",28,28,19,29
"12029",29,26,16,19
"12030",18,21,20,14
"12031",31,29,25,14
"12032",24,22,27,18
"12033",33,26,15,16
"12034",39,19,14,16
"12035",25,26,12,24
"12036",27,32,14,19
"12037",19,21,18,24
"12038",19,26,17,13
"12039",31,17,17,12
"12040",24,28,19,17
"12041",31,35,25,16
"12042",25,23,13,27
"12043",27,25,16,11
"12044",26,31,21,18
"12045",21,29,19,21
"12046",24,24,25,16
"12047",23,30,16,14
"12048",27,25,22,21
"12049",18,27,13,22
"12050",36,26,19,24
"12051",24,24,21,25
"12052",14,23,18,23
"12053",22,25,18,22
"12054",38,20,10,30
"12055",24,26,20,18
"12056",31,37,18,17
"12057",25,23,15,19
"12058",25,31,18,17
"12059",34,27,20,13
"12060",23,21,22,22
"12061",29,23,18,21
"12062",20,35,12,35
"12063",23,25,18,23
"12064",35,17,22,14
"12065",22,25,18,18
"12066",29,29,20,14
"12067",24,24,9,18
"12068",28,23,13,18
"12069",31,24,17,21
"12070",26,25,22,15
"12071",29,20,23,20
"12072",23,23,21,14
"12073",24,19,19,21
"12074",22,29,18,23
"12075",25,20,21,22
"12076",26,22,11,29
"12077",28,21,26,21
"12078",28,36,17,17
"12079",13,25,21,17
"12080",33,27,18,25
"12081",27,27,20,17
"12082",28,30,19,17
"12083",22,24,16,19
"12084",23,19,21,17
"12085",28,27,21,18
"12086",27,20,19,11
"12087",24,34,18,17
"12088",37,25,19,15
"12089",20,25,19,19
"12090",21,25,20,24
"12091",26,27,11,16
"12092",17,26,19,18
"12093",26,19,19,17
"12094",23,29,14,18
"12095",23,25,15,16
"12096",24,14,16,17
"12097",18,24,19,25
"12098",24,19,9,20
"12099",21,29,7,12
"12100",22,27,23,11
"12101",24,21,19,16
"12102",29,27,23,11
"12103",20,31,15,12
"12104",28,32,17,22
"12105",19,31,21,19
"12106",22,24,15,17
"12107",28,20,26,26
"12108",25,27,14,13
"12109",16,27,10,20
"12110",22,29,29,23
"12111",21,17,15,17
"12112",26,16,15,25
"12113",25,29,26,16
"12114",21,29,11,27
"12115",24,26,13,22
"12116",29,30,20,22
"12117",24,32,19,14
"12118",30,22,21,18
"12119",16,27,19,15
"12120",27,17,20,20
"12121",29,27,16,21
"12122",18,22,18,25
"12123",25,20,13,15
"12124",20,34,23,10
"12125",17,19,24,22
"12126",29,33,24,14
"12127",23,40,11,23
"12128",23,32,9,21
"12129",25,19,17,21
"12130",23,21,11,22
"12131",21,27,18,18
"12132",21,31,18,18
"12133",20,22,18,13
"12134",28,20,16,21
"12135",24,26,21,11
"12136",29,27,23,19
"12137",33,29,17,21
"12138",22,27,16,18
"12139",20,28,18,16
"12140",24,35,27,22
"12141",27,21,22,24
"12142",18,30,27,15
"12143",29,16,17,21
"12144",17,35,25,20
"12145",21,21,21,23
"12146",24,35,17,19
"12147",17,22,17,21
"12148",22,23,20,23
"12149",23,24,20,13
"12150",20,17,16,22
"12151",27,17,21,16
"12152",30,25,23,16
"12153",26,29,9,14
"12154",22,19,7,22
"12155",18,19,15,14
"12156",33,23,19,15
"12157",25,36,23,15
"12158",25,27,22,15
"12159",27,27,16,19
"12160",24,21,15,19
"12161",22,25,21,21
"12162",25,23,25,18
"12163",37,21,19,16
"12164",21,20,22,14
"12165",20,19,25,17
"12166",17,24,18,20
"12167",18,29,25,19
"12168",21,28,22,14
"12169",21,20,21,18
"12170",28,26,22,15
"12171",24,29,19,22
"12172",21,23,19,27
"12173",24,30,15,24
"12174",19,20,12,18
"12175",22,33,29,11
"12176",23,34,17,19
"12177",21,23,14,20
"12178",27,16,16,31
"12179",25,26,28,18
"12180",24,28,14,18
"12181",23,31,17,19
"12182",24,22,23,16
"12183",32,22,23,19
"12184",28,20,18,13
"12185",30,26,23,17
"12186",28,22,12,18
"12187",28,21,13,21
"12188",28,32,21,16
"12189",20,32,22,16
"12190",30,14,18,14
"12191",29,25,17,20
"12192",29,20,18,12
"12193",35,18,23,20
"12194",25,29,17,20
"12195",19,30,23,16
"12196",34,24,16,28
"12197",23,32,15,20
"12198",32,25,28,18
"12199",21,25,19,23
"12200",24,32,16,30
"12201",25,32,15,19
"12202",21,20,23,20
"12203",18,26,19,17
"12204",22,27,26,19
"12205",28,32,16,26
"12206",20,19,23,20
"12207",18,28,19,20
"12208",25,26,23,12
"12209",23,27,16,16
"12210",33,19,14,12
"12211",23,33,19,13
"12212",29,25,23,15
"12213",33,24,27,11
"12214",26,23,14,21
"12215",23,26,14,17
"12216",30,19,18,16
"12217",26,23,16,20
"12218",31,29,23,21
"12219",37,33,18,25
"12220",24,22,16,17
"12221",29,20,20,19
"12222",28,40,17,16
"12223",21,22,23,15
"12224",40,23,27,15
"12225",31,23,19,20
"12226",27,23,16,24
"12227",21,26,14,18
"12228",34,31,22,17
"12229",21,23,15,16
"12230",20,17,8,15
"12231",23,23,16,20
"12232",30,30,13,8
"12233",25,30,11,13
"12234",31,20,25,21
"12235",27,24,18,22
"12236",28,32,11,15
"12237",18,24,25,14
"12238",30,15,27,13
"12239",28,29,14,23
"12240",34,29,15,19
"12241",27,26,18,24
"12242",25,25,15,22
"12243",33,24,22,23
"12244",20,21,9,22
"12245",24,32,20,25
"12246",22,25,21,6
"12247",29,32,20,14
"12248",25,33,19,11
"12249",18,22,16,19
"12250",24,32,27,29
"12251",28,30,20,25
"12252",19,29,8,22
"12253",25,24,13,19
"12254",23,20,28,20
"12255",32,26,17,21
