"","C42_1","C42B_1","LNCAP_1","MR49F_1","C42_2","C42B_2","LNCAP_2","MR49F_2","C42_3","C42B_3","LNCAP_3","MR49F_3"
"ENSG00000225339",2,1,4,11,15,63,0,18,12,1,2,0
"ENSG00000225345",0,2,2,0,11,61,0,2,1,16,5,1
"ENSG00000225357",0,0,2,1,5,26,0,1,3,13,15,1
"ENSG00000225361",1,2,7,36,25,77,3,44,11,22,38,3
"ENSG00000225377",1,2,16,5,11,44,1,8,10,6,16,0
"ENSG00000225411",0,0,2,4,2,8,0,2,0,2,1,0
"ENSG00000225439",0,1,4,1,0,18,0,3,0,3,0,0
"ENSG00000225449",6,1,10,8,6,84,47,4,120,3,286,3
"ENSG00000225450",0,0,1,0,0,3,0,0,0,0,1,0
"ENSG00000225465",0,0,0,0,3,3,0,0,3,0,0,1
"ENSG00000225470",11,11,69,172,37,248,28,16,32,103,50,21
"ENSG00000225484",0,3,23,42,23,174,0,140,24,23,35,2
"ENSG00000225498",0,0,3,4,2,1,2,1,4,1,1,0
"ENSG00000225506",0,0,2,0,9,19,1,0,0,1,4,0
"ENSG00000225518",0,0,0,0,3,8,0,3,0,3,4,1
"ENSG00000225526",0,0,18,0,0,2,0,1,0,0,8,0
"ENSG00000225531",0,0,2,4,2,5,0,0,1,0,0,1
"ENSG00000225536",0,0,1,13,1,34,0,10,1,2,4,0
"ENSG00000225544",0,0,0,2,2,17,0,0,1,2,0,0
"ENSG00000225555",0,1,1,0,2,12,0,0,0,3,2,0
"ENSG00000225573",5,1,276,23,26,65,1,12,19,3,47,12
"ENSG00000225580",5,1,4,23,7,55,1,35,2,11,9,1
"ENSG00000225630",2089,1501,183,8562,3332,59183,679,911,2599,24305,4681,2688
"ENSG00000225648",54,7,58,55,70,187,16,15,24,11,23,28
"ENSG00000225663",6,2,62,22,16,197,3,9,21,13,6,20
"ENSG00000225674",4,3,12,8,48,89,4,1,12,41,1,1
"ENSG00000225675",0,0,8,0,4,31,0,0,3,2,3,0
"ENSG00000225695",3,5,5,10,6,54,0,11,7,18,10,1
"ENSG00000225697",33,30,123,11,191,627,6,4,17,170,88,5
"ENSG00000225733",44,47,370,142,2207,1583,19,102,143,562,516,51
"ENSG00000225791",4,8,15,11,14,58,1,1,3,1,20,1
"ENSG00000225793",1,0,7,0,3,3,0,1,1,0,1,2
"ENSG00000225806",0,0,1,10,2,30,0,0,5,11,5,1
"ENSG00000225828",13,0,26,21,28,143,2,50,34,8,9,2
"ENSG00000225830",2,7,30,72,102,614,11,44,17,73,16,5
"ENSG00000225855",1,1,6,4,2,59,0,2,9,16,0,0
"ENSG00000225871",0,0,9,3,4,25,0,1,3,14,0,0
"ENSG00000225880",0,0,1,3,1,16,0,0,6,5,0,0
"ENSG00000225905",0,2,0,0,0,19,0,0,0,6,0,0
"ENSG00000225912",0,0,1,2,0,5,0,0,0,4,4,0
"ENSG00000225921",5,17,50,146,119,501,3,91,68,38,22,8
"ENSG00000225932",0,0,0,0,0,8,0,0,1,1,0,0
"ENSG00000225972",878,791,11964,2164,390,21691,239,858,746,924,1118,250
"ENSG00000225973",0,3,15,16,3,60,0,2,2,20,8,3
"ENSG00000225975",0,2,9,9,1,23,1,1,13,2,6,0
"ENSG00000225976",0,0,1,8,2,23,0,3,1,6,1,0
"ENSG00000226002",0,0,4,1,0,24,0,0,3,10,0,0
"ENSG00000226007",0,0,1,4,2,0,0,1,1,0,1,0
"ENSG00000226009",1,0,1,0,0,8,0,0,0,4,4,0
"ENSG00000226015",11,2,33,33,31,105,70,21,26,11,18,6
"ENSG00000226049",6,4,167,33,41,170,12,9,2,53,31,6
"ENSG00000226054",2,2,40,2,14,128,2,26,12,48,63,5
"ENSG00000226057",1,3,11,17,22,106,2,161,81,6,5,2
"ENSG00000226067",1,0,0,0,1,11,0,0,0,1,10,0
"ENSG00000226084",19,16,547,160,155,870,16,115,36,288,18,100
"ENSG00000226085",1,1,51,9,5,52,1,2,5,16,6,0
"ENSG00000226091",0,0,0,0,0,10,0,0,0,1,0,0
"ENSG00000226107",0,0,2,0,6,10,0,0,0,0,1,0
"ENSG00000226121",10,15,58,128,174,762,67,122,205,190,21,7
"ENSG00000226124",6,6,9,23,6,103,2,2,10,49,4,3
"ENSG00000226137",2,6,58,28,59,220,24,50,4,58,35,3
"ENSG00000226141",0,0,0,0,0,16,0,0,0,3,0,0
"ENSG00000226174",2,0,21,11,3,21,0,0,3,2,5,0
"ENSG00000226179",0,0,5,4,5,8,0,2,8,2,6,1
"ENSG00000226180",0,1,2,2,7,13,0,0,6,2,0,0
"ENSG00000226200",1,11,19,54,11,84,1,5,2,14,17,0
"ENSG00000226210",4,8,2,46,11,110,1,13,26,1,10,2
"ENSG00000226221",20,32,1356,350,101,1145,13,158,197,65,265,44
"ENSG00000226259",1,3,43,39,22,136,1,129,5,51,22,2
"ENSG00000226268",8,33,58,108,19,367,5,32,13,1,23,16
"ENSG00000226278",3,2,19,34,7,56,1,6,15,60,19,1
"ENSG00000226284",0,0,0,2,1,20,0,1,1,2,0,0
"ENSG00000226287",0,0,1,1,1,25,0,0,0,3,0,0
"ENSG00000226314",0,0,1,2,0,14,0,0,0,1,1,0
"ENSG00000226328",1,0,7,8,15,24,2,6,38,4,14,0
"ENSG00000226332",1,1,5,1,2,38,0,0,1,15,2,0
"ENSG00000226360",9,6,51,6,4,355,20,82,71,33,38,4
"ENSG00000226361",0,0,2,1,2,13,0,5,3,2,0,0
"ENSG00000226380",0,0,0,3,1,23,0,0,3,5,2,0
"ENSG00000226383",0,0,1,31,3,19,2,0,2,7,1,1
"ENSG00000226396",0,0,1,2,2,7,0,1,0,0,0,0
"ENSG00000226415",58,30,301,1054,332,1761,43,81,865,284,344,88
"ENSG00000226419",0,2,25,5,3,86,0,0,2,26,3,3
"ENSG00000226432",3,1,19,23,34,64,3,6,9,24,6,0
"ENSG00000226445",0,1,1,2,0,18,0,2,0,0,0,0
"ENSG00000226453",0,0,0,0,1,1,0,0,1,0,0,0
"ENSG00000226471",3,0,4,3,9,14,1,0,1,4,1,1
"ENSG00000226472",0,0,0,3,3,4,0,2,1,0,2,0
"ENSG00000226476",0,0,4,0,6,8,0,0,0,0,1,0
"ENSG00000226478",0,0,3,6,10,17,0,0,3,0,14,0
"ENSG00000226479",12,9,93,100,255,328,8,18,214,82,61,10
"ENSG00000226525",1,16,3,97,32,204,2,32,30,32,40,5
"ENSG00000226535",0,0,11,0,13,17,0,1,0,3,1,0
"ENSG00000226544",0,0,0,3,5,20,0,0,1,9,1,1
"ENSG00000226549",0,0,0,2,2,11,0,1,0,4,2,0
"ENSG00000226564",0,0,0,2,0,7,0,4,0,5,0,0
"ENSG00000226608",4,2,18,4,13,58,1,22,7,19,21,4
"ENSG00000226650",1,0,0,19,11,44,0,7,3,10,1,5
"ENSG00000226666",0,0,2,4,24,22,0,5,6,9,1,0
"ENSG00000226686",0,1,4,12,7,30,0,0,7,3,1,0
"ENSG00000226688",17,13,153,55,18,63,3,40,36,56,37,8
"ENSG00000226696",2,2,0,11,17,31,1,4,2,3,13,0
"ENSG00000226699",0,0,0,0,0,26,0,0,0,1,0,0
"ENSG00000226711",0,0,0,0,0,16,0,0,0,2,0,0
"ENSG00000226723",1,5,161,42,44,101,1,34,15,19,25,9
"ENSG00000226742",12,15,77,175,188,599,21,60,85,199,99,165
"ENSG00000226752",1,2,0,6,5,50,0,2,7,19,0,4
"ENSG00000226754",0,1,4,0,5,21,1,1,2,7,2,0
"ENSG00000226763",0,0,1,3,2,4,0,0,0,0,0,0
"ENSG00000226781",3,1,151,27,17,46,0,44,7,10,9,2
"ENSG00000226784",0,2,4,1,3,35,0,6,3,15,2,0
"ENSG00000226823",0,0,12,2,0,11,0,2,0,1,1,0
"ENSG00000226824",0,0,1,0,1,10,0,1,6,5,5,0
"ENSG00000226833",0,0,14,0,0,12,0,0,7,0,2,1
"ENSG00000226853",0,0,1,3,1,11,0,2,1,0,1,0
"ENSG00000226874",0,0,0,0,0,2,0,0,0,0,0,1
"ENSG00000226887",13,55,45,0,22,396,2,0,42,12,19,0
"ENSG00000226913",0,0,1,5,1,14,0,0,0,2,3,2
"ENSG00000226935",3,0,6,94,40,2,3,2,53,0,7,6
"ENSG00000226942",1,0,12,1,10,18,1,29,1,15,12,0
"ENSG00000226948",0,0,7,3,0,8,0,24,0,3,0,6
"ENSG00000226950",12,26,139,228,73,660,258,261,111,204,24,74
"ENSG00000226976",46,19,207,26,162,1020,10,251,407,60,145,25
"ENSG00000226986",0,0,3,5,2,10,0,2,1,0,1,0
"ENSG00000227001",0,0,1,2,2,14,0,0,0,1,2,1
"ENSG00000227008",2,14,16,31,7,229,42,10,15,40,21,34
"ENSG00000227034",0,0,0,2,2,7,0,1,0,3,0,0
"ENSG00000227036",5,0,1,1,22,13,0,0,10,7,0,2
"ENSG00000227038",0,0,10,3,0,23,0,1,9,4,6,0
"ENSG00000227051",3,6,93,10,20,247,2,7,23,6,25,9
"ENSG00000227057",25,12,22,17,108,211,22,50,81,54,153,3
"ENSG00000227063",9,20,97,226,119,1077,10,50,318,126,189,46
"ENSG00000227070",0,0,0,0,6,1,0,0,2,0,1,0
"ENSG00000227081",94,28,216,187,126,1596,29,40,155,637,157,147
"ENSG00000227087",0,0,2,1,4,3,0,0,2,2,1,0
"ENSG00000227097",37,27,1614,379,671,607,133,532,98,231,155,30
"ENSG00000227124",2,4,3,51,17,233,3,2,8,36,63,7
"ENSG00000227191",0,0,2,5,3,0,0,0,0,0,0,0
"ENSG00000227199",0,4,0,2,1,53,0,0,0,1,3,0
"ENSG00000227232",1,1,7,0,11,17,0,3,10,3,5,1
"ENSG00000227252",0,0,0,5,17,31,0,1,0,0,0,0
"ENSG00000227268",0,1,1,5,1,39,0,4,7,36,4,0
"ENSG00000227295",5,0,17,12,8,7,0,15,8,1,4,1
"ENSG00000227344",6,2,32,29,6,105,3,41,15,56,36,2
"ENSG00000227345",24,22,17,137,22,386,10,8,103,79,49,22
"ENSG00000227347",3,4,14,18,9,120,2,91,1,33,18,2
"ENSG00000227354",0,9,42,0,5,10,1,2,2,10,9,0
"ENSG00000227372",10,21,18,49,44,890,6,99,123,95,64,26
"ENSG00000227398",1,1,13,2,13,39,2,4,0,1,6,0
"ENSG00000227500",58,29,478,610,66,786,16,225,36,295,255,12
"ENSG00000227540",1,0,1,22,3,50,0,2,7,15,7,2
"ENSG00000227543",0,0,1,0,4,24,0,0,5,1,3,0
"ENSG00000227582",0,0,3,1,1,17,0,0,8,2,0,0
"ENSG00000227615",11,21,223,123,15,640,13,258,17,119,17,73
"ENSG00000227627",0,0,0,5,1,7,2,0,1,1,3,0
"ENSG00000227671",60,16,99,20,153,486,8,24,108,23,63,9
"ENSG00000227681",0,1,0,0,0,30,0,0,0,27,0,0
"ENSG00000227725",0,0,12,6,5,24,1,10,2,2,4,4
"ENSG00000227742",0,0,0,0,4,3,0,0,4,0,1,0
"ENSG00000227850",0,0,2,0,0,3,0,2,0,0,0,2
"ENSG00000227857",1,1,8,6,5,43,0,6,0,6,5,0
"ENSG00000227896",1,0,5,2,2,12,0,0,0,2,10,0
"ENSG00000227908",0,0,4,7,2,15,0,0,2,2,4,2
"ENSG00000227910",0,0,4,1,0,22,0,0,2,6,0,0
"ENSG00000227939",0,0,25,7,13,83,1,18,6,35,2,3
"ENSG00000227946",0,0,6,2,3,26,0,6,5,5,1,0
"ENSG00000227953",4,7,151,2,3,169,2,1,13,19,48,1
"ENSG00000227963",0,0,2,2,0,3,0,0,2,0,2,0
"ENSG00000227973",1,0,0,8,24,37,0,2,4,6,15,5
"ENSG00000227986",1,0,1,0,4,8,0,0,2,6,2,0
"ENSG00000228002",0,0,2,4,4,15,0,0,1,2,0,0
"ENSG00000228010",0,0,5,7,0,5,0,1,0,0,0,0
"ENSG00000228013",0,0,0,4,1,2,0,0,2,2,0,0
"ENSG00000228057",8,1,10,52,3,144,2,0,37,45,37,3
"ENSG00000228065",0,0,0,0,0,22,0,0,0,8,4,0
"ENSG00000228084",0,0,1,5,2,13,0,5,0,0,1,0
"ENSG00000228106",4,1,7,10,16,30,0,0,2,1,15,1
"ENSG00000228109",0,2,6,9,10,62,0,4,8,23,0,3
"ENSG00000228110",1,0,34,4,5,23,0,14,4,14,5,6
"ENSG00000228137",0,0,2,1,1,13,0,0,6,1,2,0
"ENSG00000228158",1,0,14,0,1,19,0,1,0,3,0,0
"ENSG00000228172",0,0,1,0,1,5,0,1,3,0,1,0
"ENSG00000228175",0,0,0,5,1,7,0,0,1,2,10,4
"ENSG00000228192",0,0,0,8,1,13,0,0,0,4,0,0
"ENSG00000228196",0,0,3,3,6,26,0,0,2,3,2,0
"ENSG00000228205",11,2,34,69,27,231,1,76,28,41,12,6
"ENSG00000228217",1,1,22,22,5,37,0,0,0,11,2,1
"ENSG00000228232",40,13,62,343,8,756,29,730,9,348,25,14
"ENSG00000228265",1,0,4,3,5,22,1,1,1,0,3,1
"ENSG00000228274",0,0,60,10,6,40,0,0,5,6,3,0
"ENSG00000228283",0,0,1,5,9,24,1,0,1,9,7,0
"ENSG00000228285",0,0,2,2,1,12,0,1,2,0,2,0
"ENSG00000228288",0,0,6,0,0,19,0,2,1,3,7,0
"ENSG00000228300",11,5,58,146,19,335,4,21,99,57,46,17
"ENSG00000228305",5,12,51,65,87,223,2,6,45,24,66,21
"ENSG00000228315",0,0,7,5,1,20,0,0,11,0,11,0
"ENSG00000228327",1,0,10,11,17,17,0,3,12,3,2,0
"ENSG00000228328",0,0,1,3,2,6,0,0,1,3,15,0
"ENSG00000228335",2,0,0,1,1,15,0,0,3,3,1,1
"ENSG00000228340",0,1,2,72,6,54,1,23,7,23,0,7
"ENSG00000228393",5,0,3,30,14,42,1,2,40,0,7,0
"ENSG00000228409",1,12,18,16,10,121,1,8,49,12,13,1
"ENSG00000228412",0,0,0,1,18,3,0,0,9,7,0,0
"ENSG00000228434",0,0,0,3,1,19,2,0,0,2,4,0
"ENSG00000228436",0,0,0,0,1,2,0,0,0,0,1,0
"ENSG00000228439",1,0,4,16,0,25,1,3,6,9,1,0
"ENSG00000228451",0,0,52,10,8,13,0,0,14,7,12,1
"ENSG00000228474",8,7,41,32,8,505,11,120,7,94,60,18
"ENSG00000228486",5,1,17,8,14,42,0,3,19,11,8,2
"ENSG00000228506",4,0,16,9,3,19,0,5,0,1,15,0
"ENSG00000228519",16,24,7,37,98,130,2,1,36,44,31,2
"ENSG00000228526",46,6,6,43,44,202,14,28,26,18,66,5
"ENSG00000228532",30,13,30,80,5,382,24,84,32,111,143,12
"ENSG00000228544",1,0,13,17,3,106,0,5,27,17,30,1
"ENSG00000228566",0,0,1,1,0,4,0,0,1,0,3,0
"ENSG00000228589",8,10,384,83,394,242,10,78,68,178,19,15
"ENSG00000228594",11,14,69,10,94,501,1,71,20,155,30,20
"ENSG00000228612",0,0,1,4,0,12,0,0,3,1,0,0
"ENSG00000228623",1,16,52,20,17,224,3,20,53,4,78,1
"ENSG00000228638",4,0,51,6,6,39,0,1,8,11,17,10
"ENSG00000228649",0,0,4,1,4,41,0,2,7,13,4,0
"ENSG00000228672",1,0,7,0,1,39,0,0,0,1,1,0
"ENSG00000228701",0,0,1,1,0,10,0,0,0,0,0,0
"ENSG00000228705",1,0,2,3,1,12,0,0,3,2,1,0
"ENSG00000228716",102,8,104,313,304,428,22,36,30,119,262,228
"ENSG00000228727",5,1,84,4,5,48,1,6,12,11,6,2
"ENSG00000228766",0,0,1,0,3,9,0,0,0,5,4,1
"ENSG00000228775",1,0,0,0,31,12,0,0,1,1,7,0
"ENSG00000228782",1,3,6,5,6,41,1,2,7,9,6,1
"ENSG00000228791",0,0,1,0,2,6,0,1,0,1,2,0
"ENSG00000228794",16,6,116,48,92,196,3,14,198,42,106,16
"ENSG00000228798",10,2,0,20,41,140,1,11,93,73,21,1
"ENSG00000228801",2,0,12,5,9,19,0,0,5,2,4,1
"ENSG00000228812",2,1,6,0,8,10,1,0,12,11,10,0
"ENSG00000228818",0,0,7,6,2,49,0,0,0,14,4,0
"ENSG00000228834",1,0,0,5,0,34,1,1,0,8,2,0
"ENSG00000228847",0,0,3,1,1,8,0,0,0,6,0,0
"ENSG00000228873",2,0,0,0,2,37,0,0,3,3,0,0
"ENSG00000228878",0,0,5,3,3,9,0,1,0,4,6,1
"ENSG00000228887",0,1,1,7,6,70,0,1,0,3,7,1
"ENSG00000228889",0,1,5,5,7,45,3,2,6,8,7,0
"ENSG00000228903",0,0,0,0,0,7,0,0,0,1,3,0
"ENSG00000228915",0,0,0,0,1,2,0,0,4,2,0,0
"ENSG00000228929",7,19,148,44,116,717,11,55,26,184,363,139
"ENSG00000229043",34,5,14,6,31,141,4,10,44,26,6,1
"ENSG00000229056",1,0,10,1,4,1,2,0,9,1,14,1
"ENSG00000229081",0,0,0,0,0,0,0,0,1,1,3,0
"ENSG00000229089",0,11,0,0,0,37,0,0,0,10,0,0
"ENSG00000229091",0,1,6,5,4,6,0,4,1,10,2,1
"ENSG00000229097",0,0,4,2,2,18,0,0,0,9,8,0
"ENSG00000229117",81,45,79,63,154,1130,39,292,27,17,412,23
"ENSG00000229119",62,42,264,296,14,1318,51,478,71,384,79,16
"ENSG00000229124",1,0,1,0,1,43,0,0,15,3,4,0
"ENSG00000229127",0,0,1,0,7,17,0,1,10,1,1,0
"ENSG00000229132",15,13,339,83,138,1494,19,13,64,36,72,81
"ENSG00000229152",2,0,10,6,30,76,1,5,15,15,16,1
"ENSG00000229161",0,0,5,2,1,18,0,0,0,7,5,1
"ENSG00000229180",7,6,27,42,22,91,2,9,6,28,28,1
"ENSG00000229204",1,0,0,3,2,17,0,0,0,2,6,0
"ENSG00000229212",0,0,0,4,0,9,0,3,5,2,6,0
"ENSG00000229214",0,0,2,0,0,16,0,0,0,1,0,0
"ENSG00000229267",0,1,10,1,6,37,2,2,5,2,18,1
"ENSG00000229299",0,1,0,4,1,29,0,1,0,18,4,0
"ENSG00000229320",4,7,12,20,3,105,1,6,32,38,16,2
"ENSG00000229325",0,0,4,1,2,15,0,1,3,0,1,0
"ENSG00000229332",0,0,0,3,0,0,0,14,1,0,0,1
"ENSG00000229344",1635,6202,6340,11636,3096,90077,854,1574,44367,11633,8793,1376
"ENSG00000229348",0,0,1,1,2,10,0,0,1,0,0,0
"ENSG00000229358",0,1,0,2,0,42,0,0,0,5,2,4
"ENSG00000229375",1,1,2,4,3,21,0,1,2,1,2,0
"ENSG00000229388",0,1,0,1,2,28,0,0,0,0,2,0
"ENSG00000229404",0,0,0,0,0,9,0,0,0,0,0,0
"ENSG00000229419",3,5,124,79,53,38,9,40,51,19,33,23
"ENSG00000229447",0,0,0,5,0,1,0,0,0,1,3,0
"ENSG00000229474",0,0,1,0,2,0,0,0,2,2,1,0
"ENSG00000229491",0,0,0,0,1,1,0,0,0,1,7,0
"ENSG00000229539",0,0,2,2,7,7,0,2,5,7,1,0
"ENSG00000229544",0,2,0,0,0,3,0,0,0,12,0,0
"ENSG00000229589",0,1,1,1,3,7,0,0,3,6,2,0
"ENSG00000229619",1,0,5,3,3,9,0,3,6,10,0,0
"ENSG00000229637",0,1,3,3,3,18,1,5,3,23,21,0
"ENSG00000229638",201,140,1607,365,389,67,205,703,441,960,1283,745
"ENSG00000229644",17,8,62,45,7,58,9,86,162,155,110,11
"ENSG00000229666",3,0,8,2,0,0,0,1,0,5,13,2
"ENSG00000229676",0,3,3,0,1,3,2,0,0,9,5,0
"ENSG00000229689",3,0,10,6,47,2,1,0,4,13,19,1
"ENSG00000229715",0,0,1,0,3,1,0,0,2,0,0,0
"ENSG00000229809",2,0,8,1,8,6,1,2,8,22,10,0
"ENSG00000229816",0,0,7,4,0,3,0,0,2,4,10,0
"ENSG00000229833",0,0,10,5,8,5,1,48,29,7,3,1
"ENSG00000229848",0,0,3,0,1,0,1,0,3,3,1,0
"ENSG00000229852",0,0,0,0,4,1,0,0,1,0,0,0
"ENSG00000229891",3,0,1,3,2,2,0,2,4,1,0,0
"ENSG00000229896",0,0,1,1,0,1,0,0,2,5,1,0
"ENSG00000229927",0,0,4,3,1,3,0,0,4,6,3,0
"ENSG00000229932",17,6,2,25,19,19,1,18,39,32,47,1
"ENSG00000229944",27,12,144,125,155,161,6,38,83,142,35,5
"ENSG00000229980",0,0,7,2,2,2,1,2,4,8,11,1
"ENSG00000229994",3,1,2,6,16,7,1,6,11,32,36,4
"ENSG00000230002",0,1,10,1,4,6,0,6,1,2,1,6
"ENSG00000230006",1,2,0,0,5,8,0,0,10,2,0,0
"ENSG00000230061",3,16,27,7,18,6,5,7,2,46,5,0
"ENSG00000230069",0,0,1,0,1,3,0,0,8,3,0,0
"ENSG00000230074",1,0,3,0,1,1,0,1,7,5,7,0
"ENSG00000230082",2,0,1,2,0,1,0,0,4,7,3,3
"ENSG00000230091",2,13,32,49,21,12,4,11,32,52,53,8
"ENSG00000230092",0,0,0,1,0,1,0,0,0,0,3,0
"ENSG00000230124",13,4,76,69,48,103,7,12,63,15,45,28
"ENSG00000230146",0,0,10,0,4,4,0,3,6,4,16,0
"ENSG00000230154",0,1,3,32,0,0,2,3,9,14,8,1
"ENSG00000230159",0,0,0,0,0,13,0,0,0,34,0,0
"ENSG00000230177",1,1,0,6,6,1,0,2,3,5,11,1
"ENSG00000230183",0,0,1,3,1,3,0,0,0,3,6,0
"ENSG00000230185",0,0,1,1,5,1,0,1,4,4,1,0
"ENSG00000230189",1,1,2,23,3,9,0,2,5,10,11,0
"ENSG00000230202",64,73,578,1014,604,54,31,238,2351,861,158,57
"ENSG00000230207",36,6,103,38,19,17,5,60,94,41,69,33
"ENSG00000230212",0,0,0,0,2,0,0,3,0,0,0,0
"ENSG00000230234",0,0,1,2,0,0,1,1,0,3,8,1
"ENSG00000230267",0,2,8,1,4,1,0,1,1,1,2,0
"ENSG00000230291",2,3,82,17,49,18,3,5,14,6,28,25
"ENSG00000230295",0,0,7,2,9,0,0,0,0,2,2,1
"ENSG00000230306",0,1,0,0,11,3,0,0,0,5,0,0
"ENSG00000230311",2,1,25,47,1,19,2,6,9,9,5,6
"ENSG00000230316",0,0,8,14,0,0,0,1,0,0,7,0
"ENSG00000230330",1,0,11,12,34,4,1,1,2,16,16,1
"ENSG00000230359",1,1,8,4,10,2,1,5,3,21,12,1
"ENSG00000230373",0,0,3,0,1,4,0,0,1,1,4,0
"ENSG00000230383",14,1,12,61,30,16,3,6,6,30,22,3
"ENSG00000230393",0,0,0,3,3,0,0,0,0,0,0,2
"ENSG00000230397",0,1,2,5,0,4,0,0,4,3,4,0
"ENSG00000230409",8,6,45,49,621,195,19,70,153,96,54,44
"ENSG00000230415",0,0,0,1,3,1,0,0,0,5,3,0
"ENSG00000230439",0,0,1,0,6,0,0,2,0,1,0,0
"ENSG00000230454",1,3,2,3,24,8,5,2,15,9,49,1
"ENSG00000230457",42,7,79,67,11,19,10,52,10,9,53,2
"ENSG00000230487",0,0,2,8,0,1,0,4,0,1,2,0
"ENSG00000230513",3,0,7,10,17,3,4,6,32,8,10,0
"ENSG00000230532",0,0,4,1,0,2,0,1,2,4,2,0
"ENSG00000230551",15,13,145,188,262,73,16,23,8,127,316,11
"ENSG00000230555",1,0,0,0,0,0,0,0,1,17,0,0
"ENSG00000230562",0,0,10,12,14,2,2,1,14,12,6,1
"ENSG00000230568",0,0,3,3,2,0,0,2,0,3,4,0
"ENSG00000230583",0,0,0,0,2,1,0,0,1,2,1,0
"ENSG00000230590",0,1,1,14,21,0,0,1,0,15,7,2
"ENSG00000230615",0,0,0,1,1,0,0,0,0,2,0,0
"ENSG00000230626",1,0,7,0,1,0,0,3,8,6,3,2
"ENSG00000230629",18,9,38,60,291,125,37,112,44,59,358,29
"ENSG00000230650",8,0,3,1,18,0,0,0,3,7,2,0
"ENSG00000230658",0,1,8,37,34,1,0,3,9,2,5,2
"ENSG00000230667",0,0,1,2,2,0,0,0,0,2,2,0
"ENSG00000230673",2,6,43,28,13,2,4,3,22,32,7,3
"ENSG00000230679",0,0,1,2,2,0,0,13,3,6,3,0
"ENSG00000230699",4,13,28,26,139,37,7,14,12,17,101,9
"ENSG00000230715",2,1,9,10,1,3,0,3,1,0,7,1
"ENSG00000230732",0,0,0,2,2,0,0,0,3,3,5,0
"ENSG00000230750",0,0,1,0,1,0,0,1,2,3,0,0
"ENSG00000230797",2,8,5,2,9,14,6,3,1,2,5,14
"ENSG00000230798",0,1,5,0,0,0,0,2,1,7,0,2
"ENSG00000230832",0,0,2,3,3,2,0,0,2,0,2,0
"ENSG00000230837",0,0,2,2,1,0,0,1,2,0,0,0
"ENSG00000230844",1,1,37,63,5,17,1,42,1,18,83,19
"ENSG00000230847",3,0,3,11,0,0,0,0,1,4,6,0
"ENSG00000230870",0,0,0,0,0,1,0,1,2,4,0,0
"ENSG00000230882",0,0,8,2,0,0,1,4,0,3,3,0
"ENSG00000230896",0,0,5,1,1,1,0,5,2,3,4,0
"ENSG00000230897",67,59,366,334,771,82,68,1860,250,171,86,100
"ENSG00000230918",1,0,0,0,33,11,0,0,22,5,0,0
"ENSG00000230955",0,0,1,1,3,0,0,0,0,2,1,0
"ENSG00000230979",0,0,5,0,0,0,0,3,1,3,3,0
"ENSG00000230989",40,28,85,320,274,144,14,47,133,137,25,7
"ENSG00000231007",1,5,13,15,17,5,1,5,6,8,8,9
"ENSG00000231043",1,2,2,31,37,7,2,22,4,29,26,4
"ENSG00000231050",0,0,1,2,2,0,0,0,0,4,1,0
"ENSG00000231064",0,1,5,0,9,0,0,0,1,4,2,1
"ENSG00000231066",0,0,5,1,1,3,0,1,0,3,0,0
"ENSG00000231074",9,35,17,177,84,35,7,33,27,113,27,7
"ENSG00000231113",0,0,3,1,4,1,0,0,1,0,4,0
"ENSG00000231125",0,0,2,1,2,2,0,0,1,3,5,0
"ENSG00000231150",0,0,9,0,7,0,1,0,3,0,27,0
"ENSG00000231154",0,0,3,5,3,0,0,0,7,0,2,0
"ENSG00000231167",2,4,23,8,68,2,8,8,2,5,23,5
"ENSG00000231177",0,0,3,0,3,2,0,4,2,3,2,0
"ENSG00000231181",7,0,4,1,8,1,1,2,1,1,2,1
"ENSG00000231203",0,0,4,5,3,0,2,0,1,5,2,0
"ENSG00000231233",0,0,0,7,0,0,0,0,0,1,2,0
"ENSG00000231234",4,1,39,22,7,6,4,24,26,49,22,22
"ENSG00000231245",0,3,19,8,22,5,0,4,17,28,17,3
"ENSG00000231249",0,0,2,0,1,0,0,0,3,1,1,0
"ENSG00000231259",0,0,3,4,1,1,0,1,0,4,5,0
"ENSG00000231305",5,3,20,19,4,4,1,0,7,7,17,0
"ENSG00000231312",0,0,1,6,1,2,1,0,1,0,45,0
"ENSG00000231341",0,0,3,1,0,0,0,0,0,2,9,1
"ENSG00000231365",2,10,37,32,24,62,2,15,41,74,33,10
"ENSG00000231389",1,0,1,0,3,0,0,0,8,3,2,0
"ENSG00000231416",0,0,0,4,1,0,0,2,1,1,1,0
"ENSG00000231421",0,0,0,0,0,1,0,0,0,6,0,0
"ENSG00000231422",0,0,19,0,0,0,3,0,0,0,14,0
"ENSG00000231431",9,0,9,4,21,0,6,1,23,3,26,0
"ENSG00000231439",2,0,3,0,3,2,0,2,0,13,0,0
"ENSG00000231466",2,0,7,3,5,1,1,2,0,2,4,0
"ENSG00000231500",19,9,154,241,125,200,17,40,18,72,223,12
"ENSG00000231549",0,0,2,0,0,0,0,0,2,3,1,0
"ENSG00000231579",0,0,6,3,1,0,0,0,0,13,2,1
"ENSG00000231584",1,1,10,3,5,5,0,1,2,6,11,2
"ENSG00000231595",0,0,2,0,3,0,0,1,1,1,2,0
"ENSG00000231607",1,6,46,24,22,5,3,16,77,28,15,6
"ENSG00000231663",2,0,0,2,0,0,0,7,1,9,1,1
