"","V1","V2","V3","V4"
"3569",22,0,16,0
"3570",0,90,0,50
"3571",380,214,279,159
"3572",28,52,24,31
"3573",8,13,4,10
"3574",14,26,16,19
"3575",1,16,2,10
"3576",914,389,687,303
"3577",51,45,60,34
"3578",40,0,17,0
"3579",36,59,22,31
"3580",435,452,347,375
"3581",53,66,58,39
"3582",29,66,33,46
"3583",18,0,15,0
"3584",219,229,180,183
"3585",18,10,21,3
"3586",68,23,70,13
"3587",5,12,7,17
"3588",19,12,11,3
"3589",40,43,43,37
"3590",446,411,337,329
"3591",0,56,0,25
"3592",156,207,128,163
"3593",0,102,0,86
"3594",156,68,118,57
"3595",28,45,16,30
"3596",97,3,110,2
"3597",432,951,333,742
"3598",15,19,15,15
"3599",61,58,51,63
"3600",109,62,82,31
"3601",69,88,62,52
"3602",59,25,41,13
"3603",139,77,98,54
"3604",62,12,46,14
"3605",89,140,71,101
"3606",64,51,50,49
"3607",2171,2091,1657,1647
"3608",141,131,89,98
"3609",399,437,347,360
"3610",342,259,254,191
"3611",33,18,34,16
"3612",372,218,339,210
"3613",205,20,180,14
"3614",8,0,11,0
"3615",88,1,63,0
"3616",217,275,170,210
"3617",43,40,35,36
"3618",30,29,25,20
"3619",19,0,6,0
"3620",35,21,28,24
"3621",111,457,113,407
"3622",24,19,10,18
"3623",31,21,15,14
"3624",277,126,230,91
"3625",5,37,5,29
"3626",40,13,32,12
"3627",16,9,15,3
"3628",187,181,166,149
"3629",172,2,148,6
"3630",107,408,81,303
"3631",118,75,108,58
"3632",421,168,333,135
"3633",10,7,4,3
"3634",28,11,28,17
"3635",41,4,26,4
"3636",79,226,54,149
"3637",141,273,114,186
"3638",9,6,13,4
"3639",101,115,75,79
"3640",19,27,12,21
"3641",11,7,11,4
"3642",45,31,33,20
"3643",25,50,14,26
"3644",184,5,140,3
"3645",131,79,88,61
"3646",23,2,13,3
"3647",181,83,118,48
"3648",40,13,36,18
"3649",96,28,82,24
"3650",251,128,253,81
"3651",83,293,51,229
"3652",44,29,17,22
"3653",18,0,10,0
"3654",106,71,82,74
"3655",76,34,55,20
"3656",11,82,12,77
"3657",22,0,17,0
"3658",42,42,30,29
"3659",23,0,16,0
"3660",21,32,17,25
"3661",122,186,141,146
"3662",1,189,1,144
"3663",11,3,7,2
"3664",33,0,25,0
"3665",61,0,56,0
"3666",6,17,7,20
"3667",238,210,171,146
"3668",13,18,11,10
"3669",1,51,0,32
"3670",26,3,21,5
"3671",119,181,92,156
"3672",119,472,87,333
"3673",87,65,54,43
"3674",20,0,8,0
"3675",21,154,17,102
"3676",601,0,455,0
"3677",40,57,32,42
"3678",1,18,2,19
"3679",78,81,44,44
"3680",52,30,24,41
"3681",20,31,12,23
"3682",73,56,66,31
"3683",38,0,44,0
"3684",68,20,58,21
"3685",22,17,19,10
"3686",70,27,72,28
"3687",47,48,37,33
"3688",81,46,61,40
"3689",21,0,18,0
"3690",20,15,22,7
"3691",12,2,10,1
"3692",40,0,40,0
"3693",16,11,10,7
"3694",0,60,1,30
"3695",122,0,95,0
"3696",15,0,10,0
"3697",26,5,29,3
"3698",14,7,8,4
"3699",145,210,121,157
"3700",151,106,137,82
"3701",39,20,34,17
"3702",40,21,36,14
"3703",7,15,4,15
"3704",13,37,13,23
"3705",19,15,30,9
"3706",9,47,13,33
"3707",95,7,71,7
"3708",86,60,63,44
"3709",16,109,15,93
"3710",60,83,47,62
"3711",137,3,111,2
"3712",25,25,26,19
"3713",106,0,92,1
"3714",409,10,329,10
"3715",150,136,112,88
"3716",18,13,24,12
"3717",97,88,91,59
"3718",19,0,17,1
"3719",101,89,66,88
"3720",15,16,6,13
"3721",38,28,26,12
"3722",14,18,16,12
"3723",133,115,103,93
"3724",17,13,14,19
"3725",610,419,463,377
"3726",25,30,17,17
"3727",23,0,13,0
"3728",5,27,6,14
"3729",37,79,21,66
"3730",44,25,35,20
"3731",13,7,8,4
"3732",12,31,17,22
"3733",42,3,37,1
"3734",71,0,76,1
"3735",0,10,0,11
"3736",13,0,12,0
"3737",37,40,20,27
"3738",19,5,7,4
"3739",8,16,8,8
"3740",85,183,57,142
"3741",4,16,11,15
"3742",49,27,53,22
"3743",36,0,33,0
"3744",400,360,315,308
"3745",31,60,23,33
"3746",31,22,18,16
"3747",4,61,5,42
"3748",15,33,11,31
"3749",15,20,10,22
"3750",10,12,9,8
"3751",35,43,22,25
"3752",0,121,0,96
"3753",189,25,167,17
"3754",93,125,64,91
"3755",752,331,617,245
"3756",88,28,78,29
"3757",109,0,73,0
"3758",37,24,21,16
"3759",67,77,37,39
"3760",10,15,12,8
"3761",64,116,58,86
"3762",11,13,11,12
"3763",62,65,51,58
"3764",35,0,25,0
"3765",24,34,22,25
"3766",8,1,11,3
"3767",36,0,31,0
"3768",136,80,123,77
"3769",47,62,46,43
"3770",260,576,209,525
"3771",2,20,1,13
"3772",0,30,0,24
"3773",33,57,19,43
"3774",10,40,4,23
"3775",4,32,3,19
"3776",84,93,69,71
"3777",451,484,362,327
"3778",14,20,18,15
"3779",113,78,83,65
"3780",119,166,93,143
"3781",291,664,236,498
"3782",12,16,4,10
"3783",292,169,226,140
"3784",14,5,8,8
"3785",13,2,13,0
"3786",18,10,17,3
"3787",177,77,135,59
"3788",48,39,37,21
"3789",92,125,75,95
"3790",361,362,330,275
"3791",159,129,132,100
"3792",116,102,89,62
"3793",26,43,27,28
"3794",26,18,15,12
"3795",174,1384,160,1073
"3796",169,262,123,180
"3797",48,69,46,65
"3798",3,18,4,13
"3799",57,92,63,53
"3800",40,78,28,57
"3801",14,52,10,35
"3802",70,118,68,82
"3803",14,1,5,1
"3804",17,12,16,14
"3805",47,64,60,40
"3806",145,226,107,177
"3807",23,0,20,0
"3808",35,16,24,12
"3809",6,99,6,94
"3810",3,19,2,12
"3811",307,255,233,170
"3812",6,17,5,16
"3813",61,71,53,64
"3814",45,0,30,0
"3815",172,114,137,110
"3816",127,104,129,76
"3817",107,77,68,51
"3818",45,17,31,12
"3819",40,33,44,22
"3820",59,63,49,44
"3821",22,0,13,0
"3822",50,97,40,101
"3823",78,111,58,103
"3824",29,21,36,18
"3825",65,0,51,0
"3826",32,104,17,79
"3827",91,41,78,33
"3828",13,75,17,54
"3829",1,19,4,11
"3830",17,9,16,6
"3831",54,31,33,30
"3832",13,9,10,13
"3833",66,59,57,47
"3834",16,10,11,13
"3835",25,15,15,8
"3836",5,11,11,6
"3837",11,12,18,8
"3838",2,13,2,10
"3839",55,51,37,43
"3840",28,129,24,77
"3841",39,0,30,0
"3842",22,1,15,0
"3843",144,36,108,28
"3844",153,141,129,112
"3845",18,11,28,5
"3846",37,47,34,36
"3847",31,23,22,16
"3848",16,2,13,5
"3849",55,20,54,29
"3850",57,57,45,57
"3851",261,194,223,147
"3852",21,38,10,16
"3853",3925,1058,3064,866
"3854",60,0,47,0
"3855",367,159,305,111
"3856",183,178,162,130
"3857",33,51,21,43
"3858",18,13,23,5
"3859",23,37,15,26
"3860",1279,934,983,682
"3861",149,210,125,139
"3862",49,21,45,9
"3863",22,19,13,7
"3864",10,13,19,18
"3865",64,0,32,0
"3866",121,222,113,159
"3867",63,0,67,0
"3868",0,55,0,51
"3869",43,12,30,14
"3870",52,65,43,62
"3871",8,30,12,17
"3872",11,7,6,2
"3873",10,7,12,8
"3874",32,36,24,29
"3875",98,113,106,104
"3876",149,1,133,0
"3877",284,23,199,20
"3878",61,79,44,90
"3879",44,66,28,55
"3880",17,195,20,140
"3881",10,1,9,0
"3882",83,154,76,119
"3883",201,345,146,246
"3884",12,3,8,7
"3885",210,65,175,60
"3886",39,35,30,25
"3887",65,0,35,1
"3888",68,38,41,38
"3889",128,89,100,69
"3890",26,5,18,5
"3891",3,7,1,4
"3892",23,69,16,44
"3893",9,12,5,16
"3894",16,21,13,16
"3895",82,165,54,123
"3896",371,288,329,243
"3897",28,4,23,2
"3898",103,3,86,1
"3899",4,0,12,0
"3900",68,33,70,25
"3901",376,142,316,139
"3902",32,56,37,27
"3903",32,61,34,39
"3904",1059,789,815,636
"3905",21,44,20,37
"3906",229,198,165,127
"3907",152,81,130,57
"3908",81,40,59,46
"3909",7,13,8,8
"3910",29,68,35,53
"3911",23,37,26,23
"3912",30,72,34,43
"3913",48,207,43,156
"3914",19,26,26,18
"3915",0,109,0,75
"3916",203,127,154,93
"3917",19,167,14,122
"3918",17,15,20,12
"3919",109,136,86,112
"3920",246,845,174,639
"3921",101,67,78,60
"3922",49,13,28,11
"3923",10,11,6,7
"3924",36,30,24,24
"3925",58,155,40,117
"3926",33,17,24,25
"3927",64,133,45,103
"3928",16,19,12,14
"3929",16,25,17,22
"3930",6,9,6,11
"3931",84,121,63,80
"3932",14,57,18,49
"3933",51,24,42,16
"3934",46,9,39,7
"3935",37,0,34,0
"3936",19,57,11,44
"3937",12,238,11,176
"3938",40,2,20,1
"3939",24,0,20,0
"3940",473,227,377,156
"3941",222,181,182,131
"3942",27,1,29,3
"3943",146,156,126,111
"3944",20,0,23,0
"3945",16,41,17,16
"3946",14,6,20,8
"3947",14,35,16,23
"3948",45,29,26,15
"3949",29,0,19,0
"3950",42,30,42,14
"3951",26,27,15,23
"3952",76,1,56,0
"3953",19,104,23,78
"3954",76,83,64,33
"3955",52,28,39,19
"3956",360,278,288,230
"3957",29,43,21,32
"3958",39,26,25,25
"3959",10,5,6,3
"3960",12,13,8,13
"3961",9,30,5,22
"3962",29,22,24,18
"3963",4,10,4,9
"3964",53,82,50,56
"3965",1,114,0,82
"3966",18,13,24,12
"3967",97,43,59,43
"3968",103,0,60,0
"3969",11,17,12,16
"3970",30,11,14,4
"3971",32,0,33,0
"3972",57,380,32,269
"3973",56,59,59,39
"3974",65,180,28,154
"3975",23,5,16,11
"3976",9,83,11,70
"3977",24,0,14,1
"3978",11,15,12,8
"3979",94,11,63,8
"3980",2,11,2,15
"3981",131,185,87,156
"3982",283,82,236,43
"3983",21,10,14,5
"3984",199,153,175,106
"3985",17,8,9,3
"3986",159,130,111,105
"3987",28,38,35,30
"3988",126,28,65,18
"3989",223,67,174,36
"3990",35,26,37,16
"3991",59,101,37,73
"3992",56,24,38,27
"3993",37,19,38,14
"3994",74,113,55,104
"3995",16,52,10,38
"3996",32,0,20,0
"3997",15,40,19,30
"3998",24,17,24,12
"3999",23,36,18,23
"4000",393,444,318,346
"4001",158,17,129,19
"4002",14,25,5,11
"4003",66,91,46,72
"4004",79,102,71,59
"4005",15,36,26,22
"4006",0,115,0,82
"4007",30,2,32,1
"4008",109,15,65,9
"4009",116,34,73,40
"4010",135,34,134,26
"4011",48,57,53,46
"4012",101,150,93,121
"4013",4,16,5,9
"4014",61,109,64,77
"4015",12,17,2,11
"4016",1,227,0,193
"4017",187,74,133,52
"4018",37,0,22,0
"4019",25,25,23,26
"4020",33,98,31,97
"4021",23,33,25,33
"4022",12,17,9,10
"4023",195,119,165,116
"4024",451,445,340,345
"4025",89,83,66,64
"4026",1814,3,1407,2
"4027",162,95,122,89
"4028",81,0,70,0
"4029",304,298,234,232
"4030",36,0,32,0
"4031",121,184,91,126
"4032",6,10,1,15
"4033",446,206,382,148
"4034",278,453,257,346
"4035",596,733,491,549
"4036",125,144,77,119
"4037",105,59,85,52
"4038",67,135,67,86
"4039",7,11,8,10
"4040",24,29,25,21
"4041",14,7,13,2
"4042",46,24,44,13
"4043",75,25,58,21
"4044",254,361,212,285
"4045",137,143,78,104
"4046",55,41,41,34
"4047",233,108,166,86
"4048",10,8,9,6
"4049",25,3,20,2
"4050",61,52,47,32
"4051",135,164,128,141
"4052",97,0,85,0
"4053",293,353,221,268
"4054",65,120,56,90
"4055",112,119,81,93
"4056",12,12,9,7
"4057",7,22,4,17
"4058",15,21,14,13
"4059",68,0,40,0
"4060",38,22,27,22
"4061",90,35,62,19
"4062",44,13,46,2
"4063",0,79,0,59
"4064",52,0,29,0
"4065",17,28,20,24
"4066",98,46,88,44
"4067",18,14,23,15
"4068",0,15,0,10
"4069",174,22,137,18
"4070",64,0,56,0
"4071",297,126,221,99
"4072",108,140,58,129
"4073",22,15,23,9
"4074",24,83,11,59
"4075",16,2,8,0
"4076",172,37,140,42
"4077",59,75,36,48
"4078",393,101,286,69
"4079",12,1,14,1
"4080",388,217,311,185
"4081",37,176,39,139
"4082",45,209,41,174
"4083",339,397,270,309
"4084",29,72,18,58
"4085",129,78,102,66
"4086",120,104,127,73
"4087",137,207,113,166
"4088",138,99,129,71
"4089",36,4,19,5
"4090",148,118,127,101
"4091",110,77,89,78
"4092",222,233,196,151
"4093",37,8,28,4
"4094",291,466,207,330
"4095",32,17,27,9
"4096",428,394,338,293
"4097",27,14,23,15
"4098",226,164,153,130
"4099",232,181,207,124
"4100",65,28,47,18
"4101",451,267,343,159
"4102",6822,3000,5485,2225
"4103",70,0,52,0
"4104",696,846,501,636
"4105",147,208,123,145
"4106",48,170,39,137
"4107",20,20,20,12
"4108",105,0,80,0
"4109",157,95,114,73
"4110",170,64,135,59
"4111",106,1,108,0
"4112",55,48,67,32
"4113",10,19,6,11
"4114",73,48,51,32
"4115",1,37,0,41
"4116",29,30,16,25
"4117",30,0,25,0
"4118",25,0,11,0
"4119",14,15,12,9
"4120",0,12,1,13
"4121",297,401,240,258
"4122",4,15,8,7
"4123",10,90,10,67
"4124",3,48,4,37
"4125",367,388,348,304
"4126",0,13,0,16
"4127",36,39,20,22
"4128",17,9,16,5
"4129",188,204,149,171
"4130",27,36,14,29
"4131",36,39,35,24
"4132",51,13,38,14
"4133",47,54,38,54
"4134",329,294,230,232
"4135",275,346,232,278
"4136",57,13,40,12
"4137",70,63,74,40
"4138",56,147,27,88
"4139",96,44,71,21
"4140",108,68,90,57
"4141",16,22,15,19
"4142",17,308,8,213
"4143",22,8,14,7
"4144",7,84,10,76
"4145",89,89,76,60
"4146",42,0,11,0
"4147",119,87,108,55
"4148",48,5,30,4
"4149",16,17,10,9
"4150",10,15,8,14
"4151",16,26,19,33
"4152",126,0,120,0
"4153",27,633,17,492
"4154",86,62,68,51
"4155",21,2,9,0
"4156",10,37,9,23
"4157",41,64,30,52
"4158",12,0,13,0
"4159",69,80,58,74
"4160",46,9,27,9
"4161",14,0,13,0
"4162",45,1,50,3
"4163",360,321,276,248
"4164",146,132,132,108
"4165",28,27,25,20
"4166",38,12,36,8
"4167",56,5,58,6
"4168",11,24,6,21
"4169",54,92,48,63
"4170",14,1,14,6
"4171",136,128,101,89
"4172",186,59,152,35
"4173",135,130,93,101
"4174",15,21,11,12
"4175",48,58,39,47
"4176",85,0,71,1
"4177",32,31,29,20
"4178",40,7,16,1
"4179",868,882,764,668
"4180",17,0,16,0
"4181",63,65,52,62
"4182",15,11,7,12
"4183",18,0,8,0
"4184",73,39,54,22
"4185",13,0,9,0
"4186",18,27,8,20
"4187",52,87,41,81
"4188",74,166,67,145
"4189",23,15,22,10
"4190",101,13,79,9
"4191",0,42,0,33
"4192",30,35,31,24
"4193",47,56,56,43
"4194",26,22,19,20
"4195",17,0,15,0
"4196",7,47,3,33
"4197",12,44,19,34
"4198",5,21,6,19
"4199",90,195,54,159
"4200",38,66,44,49
"4201",176,170,142,137
"4202",11,0,10,0
"4203",62,36,47,25
"4204",138,157,97,114
"4205",111,149,69,132
"4206",175,84,100,48
"4207",112,72,85,49
"4208",66,61,59,53
"4209",70,19,55,13
"4210",228,80,182,63
"4211",403,587,306,473
"4212",29,55,30,48
"4213",54,18,41,18
"4214",59,101,54,85
"4215",70,0,63,0
"4216",0,12,0,5
"4217",48,47,33,45
"4218",114,0,113,0
"4219",15,22,16,9
"4220",51,0,59,0
"4221",92,124,69,90
"4222",1112,1049,884,819
"4223",23,15,16,11
"4224",92,21,76,22
"4225",6,28,15,25
"4226",48,0,42,0
"4227",201,117,169,107
"4228",12,19,12,14
"4229",5,156,6,133
"4230",70,104,51,59
"4231",51,194,39,151
"4232",26,16,15,10
"4233",116,123,112,103
"4234",29,0,13,0
"4235",154,146,104,146
"4236",0,18,0,8
"4237",62,92,62,71
"4238",41,116,54,118
"4239",36,41,33,37
"4240",42,13,44,21
"4241",0,29,0,26
"4242",23,0,15,0
"4243",36,79,35,43
"4244",18,0,11,0
"4245",7,12,6,7
"4246",9,4,11,6
"4247",51,0,40,1
"4248",12,31,24,22
"4249",125,29,108,32
"4250",65,71,62,45
"4251",54,25,54,21
"4252",57,118,47,82
"4253",0,52,0,36
"4254",58,14,53,10
"4255",44,48,27,38
"4256",10,44,7,20
"4257",13,30,7,27
"4258",463,438,330,314
"4259",59,22,58,8
"4260",83,63,54,43
"4261",251,266,214,211
"4262",134,66,115,65
"4263",88,74,79,46
"4264",13,26,16,23
"4265",127,74,100,58
"4266",0,13,0,9
"4267",43,0,27,0
"4268",176,191,122,139
"4269",25,0,12,0
"4270",12,1,18,3
"4271",49,49,38,38
"4272",0,79,0,53
"4273",40,65,21,67
"4274",257,291,172,189
"4275",26,25,23,25
"4276",31,63,31,36
"4277",53,31,33,19
"4278",12,0,18,0
"4279",27,12,36,8
"4280",24,21,20,12
"4281",53,78,45,53
"4282",6,9,5,7
"4283",29,0,32,0
"4284",28,21,21,19
"4285",424,461,366,380
"4286",35,23,30,12
"4287",11,9,7,7
"4288",34,34,22,16
"4289",43,19,36,15
"4290",27,227,25,145
"4291",14,7,15,17
"4292",35,18,40,15
"4293",81,0,74,0
"4294",79,1,61,0
"4295",38,51,54,47
"4296",14,17,10,15
"4297",220,215,165,165
"4298",62,0,81,2
"4299",56,0,48,0
"4300",62,24,48,14
"4301",40,0,33,0
"4302",32,5,13,2
"4303",10,28,14,17
"4304",135,54,132,42
"4305",3398,1460,2710,1089
"4306",602,54,446,44
"4307",57,30,32,37
"4308",92,82,70,43
"4309",20,0,22,0
"4310",24,11,17,13
"4311",18,23,11,21
"4312",10,1,10,0
"4313",0,14,0,9
"4314",142,230,131,175
"4315",26,49,34,45
"4316",108,188,85,148
"4317",136,0,101,0
"4318",5,24,4,20
"4319",91,0,80,0
"4320",0,110,0,64
"4321",34,6,21,5
"4322",20,0,24,0
"4323",0,41,0,36
"4324",88,67,72,62
"4325",4,21,2,7
"4326",40,0,22,0
"4327",62,32,41,27
"4328",66,30,47,17
"4329",0,180,1,145
"4330",24,0,14,0
"4331",0,17,0,13
"4332",97,101,74,76
"4333",91,40,69,26
"4334",0,125,0,103
"4335",48,0,54,0
"4336",28,30,29,22
"4337",20,8,17,6
"4338",15,2,16,3
"4339",0,15,0,11
"4340",41,14,28,12
"4341",49,99,34,78
"4342",10,19,10,12
"4343",23,11,15,9
"4344",0,17,1,10
"4345",16,6,22,9
"4346",361,173,284,160
"4347",152,14,126,17
"4348",17,449,16,344
"4349",37,0,28,2
"4350",143,252,107,179
"4351",49,42,44,36
"4352",9,0,9,0
"4353",0,15,0,12
"4354",28,37,23,31
"4355",47,416,57,285
"4356",124,79,96,60
"4357",0,46,0,44
"4358",32,38,21,33
"4359",15,29,16,23
"4360",50,36,36,28
"4361",110,172,110,108
"4362",32,23,28,14
"4363",0,19,0,14
"4364",22,32,18,21
"4365",50,92,32,87
"4366",220,378,199,302
"4367",98,56,68,36
"4368",2,40,4,35
"4369",84,152,50,116
"4370",25,30,16,12
"4371",44,25,39,16
"4372",78,0,68,0
"4373",105,132,89,124
"4374",80,90,77,78
"4375",67,19,53,21
"4376",134,282,107,195
"4377",37,59,32,35
"4378",0,110,0,88
"4379",115,168,106,114
"4380",329,291,275,262
"4381",3,18,2,25
"4382",59,21,47,32
"4383",7,25,4,27
"4384",23,15,22,11
"4385",211,108,175,58
"4386",16,60,17,45
"4387",1,40,0,46
"4388",71,77,51,37
"4389",5,18,6,15
"4390",132,0,125,0
"4391",36,0,30,0
"4392",207,271,163,182
"4393",84,77,57,61
"4394",168,215,140,168
"4395",1,34,1,29
"4396",40,138,34,123
"4397",140,230,87,187
"4398",2,12,1,11
"4399",14,18,10,9
"4400",106,30,73,39
"4401",146,154,115,106
"4402",56,110,59,89
"4403",55,164,35,129
"4404",52,7,40,6
"4405",55,22,37,14
"4406",0,263,1,211
"4407",17,0,15,1
"4408",213,184,176,124
"4409",25,12,23,9
"4410",0,11,0,13
"4411",224,188,167,151
"4412",48,15,23,11
"4413",15,27,15,15
"4414",62,7,66,10
"4415",209,789,175,573
"4416",29,0,41,0
"4417",63,50,66,42
"4418",27,21,27,12
"4419",19,9,13,9
"4420",114,71,89,64
"4421",27,19,22,18
"4422",28,25,17,20
"4423",73,161,65,131
"4424",12,3,13,3
"4425",42,153,22,120
"4426",29,26,18,29
"4427",9,20,10,12
"4428",599,539,474,421
"4429",6,12,12,7
"4430",20,4,10,4
"4431",131,132,111,94
"4432",2,38,0,22
"4433",8,9,4,7
"4434",0,16,0,2
"4435",1,18,1,22
"4436",21,27,15,22
"4437",246,286,165,227
"4438",21,17,26,15
"4439",0,15,0,6
"4440",9,12,10,15
"4441",15,11,12,11
"4442",24,7,22,13
"4443",16,4,11,0
"4444",16,16,11,13
"4445",0,28,0,14
"4446",23,76,26,58
"4447",51,192,43,137
"4448",137,68,101,54
"4449",30,0,35,0
"4450",97,83,75,58
"4451",31,0,20,0
"4452",28,6,9,8
"4453",202,0,159,0
"4454",23,28,23,18
"4455",160,97,119,73
"4456",18,0,17,0
"4457",106,70,89,60
"4458",44,0,42,0
"4459",15,0,13,0
"4460",17,37,15,26
"4461",16,7,14,5
"4462",15,58,10,30
"4463",22,14,13,4
"4464",25,62,20,48
"4465",60,5,48,2
"4466",187,327,154,245
"4467",62,96,50,82
"4468",46,93,46,67
"4469",167,0,121,1
"4470",271,227,240,171
"4471",93,58,82,31
"4472",22,2,28,3
"4473",21,13,15,16
"4474",54,6,32,3
"4475",212,78,193,56
"4476",39,66,42,62
"4477",1,30,0,37
"4478",193,191,147,147
"4479",36,0,32,0
"4480",77,1,61,1
"4481",25,3,27,1
"4482",89,211,92,159
"4483",51,22,28,20
"4484",235,315,153,244
"4485",27,0,20,0
"4486",2,6,1,14
"4487",144,0,89,0
"4488",12,13,4,9
"4489",14,7,14,3
"4490",64,0,46,0
"4491",286,167,187,101
"4492",55,25,42,17
"4493",335,241,249,187
"4494",39,14,40,15
"4495",22,25,11,21
"4496",275,86,222,51
"4497",104,149,100,136
"4498",47,19,28,12
"4499",174,0,147,0
"4500",8,11,4,7
"4501",11,5,13,1
"4502",57,34,26,26
"4503",11,12,6,9
"4504",0,31,0,39
"4505",51,30,34,26
"4506",14,0,13,2
"4507",7,0,15,1
"4508",1,62,1,59
"4509",7,23,15,21
"4510",14,21,9,19
"4511",100,35,92,23
"4512",41,0,28,0
"4513",120,175,73,146
"4514",12,17,14,11
"4515",12,0,13,0
"4516",175,279,145,224
"4517",30,8,21,5
"4518",61,99,41,57
"4519",1,178,1,149
"4520",775,2,644,2
"4521",49,49,37,33
"4522",206,209,159,145
"4523",6,6,8,5
"4524",21,39,23,27
"4525",0,39,0,37
"4526",280,164,212,122
"4527",22,50,16,34
"4528",22,158,22,129
"4529",49,16,35,8
"4530",51,88,34,67
"4531",0,24,0,18
"4532",28,12,11,8
"4533",14,13,22,13
"4534",77,12,73,11
"4535",66,52,35,33
"4536",58,76,45,47
"4537",20,53,24,32
"4538",75,81,65,76
"4539",577,540,467,437
"4540",42,0,34,0
"4541",12,0,13,0
"4542",0,22,0,14
"4543",15,1,11,0
"4544",9,8,7,6
"4545",11,15,5,7
"4546",192,96,196,71
"4547",130,312,102,240
"4548",75,41,47,29
"4549",147,66,123,40
"4550",16,2,9,5
"4551",45,11,41,13
"4552",47,31,50,25
"4553",23,18,12,11
"4554",649,267,506,207
"4555",54,48,41,36
"4556",62,225,59,153
"4557",194,19,161,16
"4558",117,0,81,1
"4559",57,42,34,32
"4560",23,131,16,124
"4561",25,37,16,21
"4562",41,13,46,10
"4563",21,10,15,9
"4564",0,193,0,128
"4565",14,1,9,2
"4566",163,1,142,0
"4567",40,37,37,34
"4568",13,0,13,0
"4569",87,106,76,88
"4570",9,24,9,17
"4571",7,9,7,13
"4572",73,66,46,37
"4573",12,13,10,10
"4574",6,31,8,26
"4575",36,215,22,160
"4576",160,203,111,150
"4577",16,7,11,7
"4578",343,112,299,81
"4579",69,109,48,65
"4580",177,236,172,157
"4581",33,37,28,33
"4582",35,10,25,7
"4583",283,307,222,227
"4584",4,11,10,3
"4585",10,23,12,6
"4586",19,45,12,58
"4587",193,80,138,68
"4588",1956,1908,1472,1438
"4589",147,153,119,116
"4590",62,41,52,31
"4591",149,222,116,190
"4592",51,43,43,26
"4593",53,417,49,327
"4594",9,14,8,6
"4595",204,117,165,103
"4596",20,65,11,40
"4597",5,78,1,37
"4598",63,77,49,63
"4599",33,28,32,22
"4600",76,33,74,28
"4601",20,7,12,6
"4602",32,29,29,19
"4603",33,2,19,1
"4604",0,112,0,80
"4605",32,49,39,35
"4606",66,238,75,181
"4607",83,50,81,27
"4608",18,33,23,21
"4609",120,74,79,51
"4610",79,104,63,72
"4611",2,39,0,16
"4612",18,48,24,25
"4613",78,0,56,0
"4614",15,7,9,4
"4615",29,11,12,15
"4616",12,34,12,23
"4617",21,14,15,6
"4618",83,22,76,8
"4619",37,6,37,4
"4620",150,79,117,64
"4621",36,38,20,29
"4622",31,31,37,25
"4623",3,8,3,9
"4624",4,6,2,7
"4625",214,117,186,64
"4626",317,159,237,109
"4627",37,0,40,0
"4628",69,70,56,42
"4629",44,1273,39,1050
"4630",30,21,18,12
"4631",156,106,108,77
"4632",108,0,86,0
"4633",18,42,14,36
"4634",99,27,70,25
"4635",6,6,6,6
"4636",9,0,11,0
"4637",82,39,73,26
"4638",22,50,15,36
"4639",3,69,4,76
"4640",12,24,13,21
"4641",23,14,15,4
"4642",22,20,18,14
"4643",41,19,40,19
"4644",23,24,20,26
"4645",18,288,12,256
"4646",493,396,426,310
"4647",18,32,13,32
"4648",19,43,15,23
"4649",145,93,122,74
"4650",38,22,26,20
"4651",25,25,18,17
"4652",64,57,47,39
"4653",96,83,75,54
"4654",106,146,86,109
"4655",76,176,56,133
"4656",262,343,229,281
"4657",132,2,88,0
"4658",7,11,17,8
"4659",33,3,15,4
"4660",33,21,40,18
"4661",3,50,1,26
"4662",10,11,8,13
"4663",3,17,2,12
"4664",15,11,13,6
"4665",18,20,11,10
"4666",327,3,221,2
"4667",27,22,22,21
"4668",25,2,9,0
"4669",306,258,248,174
"4670",213,79,186,76
"4671",27,29,27,17
"4672",42,67,30,53
"4673",32,0,36,0
"4674",70,42,48,24
"4675",45,15,33,8
"4676",114,188,83,159
"4677",110,64,105,39
"4678",191,262,190,188
"4679",23,12,21,9
"4680",54,71,50,57
"4681",50,14,42,12
"4682",1179,1801,934,1470
"4683",27,34,21,30
"4684",48,0,34,2
"4685",256,194,209,157
"4686",201,5,142,4
"4687",6,5,5,7
"4688",80,93,60,98
"4689",471,16,400,14
"4690",26,25,16,24
"4691",63,213,36,170
"4692",0,35,0,30
"4693",44,53,53,53
"4694",706,1625,582,1220
"4695",80,1,67,2
"4696",39,1,45,0
"4697",568,584,460,422
"4698",186,457,162,346
"4699",10,11,12,10
"4700",185,0,173,0
"4701",49,97,34,79
"4702",423,984,319,743
"4703",50,66,42,58
"4704",10,0,10,0
"4705",30,9,22,9
"4706",132,244,100,203
"4707",59,55,37,33
"4708",20,18,7,12
"4709",742,1641,573,1261
"4710",1316,3010,1084,2218
"4711",201,112,154,87
"4712",48,101,42,84
"4713",81,144,73,83
"4714",304,502,247,398
"4715",482,307,400,231
"4716",214,115,163,82
"4717",67,74,41,52
"4718",114,15,95,10
"4719",11,3,15,3
"4720",188,152,133,113
"4721",145,83,125,67
"4722",23,4,21,1
"4723",23,37,11,30
"4724",443,689,316,561
"4725",10,0,8,0
"4726",77,11,46,6
"4727",33,22,19,13
"4728",13,8,11,2
"4729",172,21,150,21
"4730",26,16,18,10
